기업,날짜,회계연도,분기,"주당순이익
EPS(달러)","주당순자산
BPS(달러)","주당매출액
SPS(달러)","주당현금흐름
CPS(달러)","주당배당금
DPS(달러)","주가수익배수
PER(배)","주가순자산배수
PBR(배)","주가매출액배수
PSR(배)","주가현금흐름
배수 PCR(배)","자기자본이익률
ROE(%)","총자산이익률
ROA(%)","투하자본이익률
ROIC(%)",부채비율(%),유동비율(%),"이자보상
배수(배)"
ORCL,23.02.28,2023,FY2Q,3.02,-0.9,17.78,5.75,1.28,28.14,-,4.91,15.2,-,6.7,11.9,-,81.7,4.0
ORCL,22.11.30,2023,FY1Q,3.18,-1.58,17.1,5.59,1.28,25.44,-,4.86,14.85,-,7.4,12.9,-,64.8,5.0
ORCL,22.08.31,2022,FY4Q,2.09,-2.19,16.45,3.93,1.28,34.02,-,4.48,18.74,-,5.1,9.4,-,60.3,4.0
ORCL,22.05.31,2022,FY3Q,2.41,-2.3,15.72,3.53,1.28,28.57,-,4.52,20.12,-,6.0,10.1,-,162.1,4.0
ORCL,22.02.28,2022,FY2Q,2.6,-3.26,15.67,3.89,1.28,26.83,-,4.85,19.51,-,6.4,10.2,-,152.0,4.0
ORCL,21.11.30,2022,FY1Q,3.44,-3.75,15.37,3.81,1.2,24.21,-,6.0,24.23,1644.7,8.6,10.5,-,164.6,4.0
PLTR,25.09.30,2025,FY4Q,0.42,2.77,1.64,0.76,0.0,395.09,65.67,111.07,238.11,19.1,15.3,22.6,21.6,642.7,-
PLTR,25.06.30,2025,FY3Q,0.3,2.51,1.46,0.73,0.0,421.47,54.26,93.5,186.0,14.6,11.6,17.0,22.6,632.4,-
PLTR,25.03.31,2025,FY2Q,0.23,2.31,1.33,0.57,0.0,346.86,36.49,63.55,148.33,12.0,9.5,14.0,22.5,649.4,-
PLTR,24.12.31,2025,FY1Q,0.19,2.22,1.27,0.51,0.0,372.76,34.44,60.12,149.31,10.7,8.4,12.3,24.9,595.8,-
PLTR,24.09.30,2024,FY4Q,0.2,2.0,1.18,0.44,0.0,174.81,18.52,31.48,83.75,12.1,9.4,13.1,26.2,567.3,-
PLTR,24.06.30,2024,FY3Q,0.17,1.82,1.11,0.32,0.0,139.43,13.93,22.75,79.63,11.2,8.6,12.5,26.0,591.6,-
PLTR,24.03.31,2024,FY2Q,0.12,1.71,1.05,0.3,0.0,170.54,13.49,21.81,77.81,8.9,6.8,10.6,25.1,591.0,-
PLTR,23.12.31,2024,FY1Q,0.09,1.62,1.04,0.33,0.0,178.06,10.75,16.79,52.46,6.8,5.1,8.8,27.7,554.8,-
PLTR,23.09.30,2023,FY4Q,0.07,1.48,0.98,0.23,0.0,233.72,10.79,16.2,70.3,5.2,3.8,8.2,28.9,552.9,-15.0
PLTR,23.06.30,2023,FY3Q,-0.02,1.39,0.96,0.19,0.0,-675.62,10.99,15.88,80.51,-1.8,-1.3,-2.9,32.0,521.9,52.0
PLTR,23.03.31,2023,FY2Q,-0.12,1.29,0.94,0.18,0.0,-69.49,6.52,8.95,47.27,-10.2,-7.4,-28.0,32.3,541.4,198.0
PLTR,22.12.31,2023,FY1Q,-0.18,1.24,0.92,0.11,0.0,-35.74,5.21,7.01,59.69,-15.5,-11.2,-70.3,31.9,517.3,-
PLTR,22.09.30,2022,FY4Q,-0.28,1.15,0.88,0.11,0.0,-29.93,7.03,9.17,70.39,-23.9,-17.0,-100.5,39.1,428.1,-69.0
PLTR,22.06.30,2022,FY3Q,-0.27,1.14,0.85,0.14,0.0,-34.44,7.9,10.64,63.54,-23.3,-16.5,-97.0,39.7,436.0,-94.0
PLTR,22.03.31,2022,FY2Q,-0.25,1.16,0.81,0.12,0.0,-55.94,11.79,16.92,110.41,-22.2,-15.5,-101.7,40.4,437.5,-141.0
PLTR,21.12.31,2022,FY1Q,-0.27,1.19,0.8,0.17,0.0,-70.16,15.94,23.68,109.35,-24.7,-16.6,-118.4,41.7,433.8,-113.0
V,25.09.30,2025,FY4Q,10.2,21.62,22.81,13.34,2.36,31.65,16.75,15.87,27.53,52.5,20.9,109.5,162.8,107.8,41.0
V,25.06.30,2025,FY3Q,10.24,22.12,22.25,13.63,2.29,32.77,17.19,17.09,28.3,52.6,21.4,103.4,158.7,111.5,44.0
V,25.03.31,2025,FY2Q,9.95,21.6,21.37,12.62,2.22,33.23,17.38,17.56,30.19,51.3,21.5,96.5,144.2,108.4,34.0
V,24.12.31,2025,FY1Q,9.92,21.63,20.78,12.46,2.15,29.93,15.61,16.25,27.51,50.7,21.6,90.2,139.9,112.1,38.0
V,24.09.30,2024,FY4Q,9.73,21.0,19.28,11.18,2.08,26.49,13.37,14.56,26.22,49.6,21.4,84.3,141.5,128.3,37.0
V,24.06.30,2024,FY3Q,9.34,20.83,18.31,11.64,2.01,27.61,13.28,15.11,26.1,48.2,20.9,83.4,129.2,137.3,35.0
V,24.03.31,2024,FY2Q,8.94,20.1,16.95,11.39,1.94,30.62,13.91,16.49,26.97,46.6,20.2,82.3,128.2,139.8,35.0
V,23.12.31,2024,FY1Q,8.68,19.68,16.52,10.99,1.87,29.2,13.22,15.75,26.0,46.1,20.1,82.9,130.1,144.6,32.0
V,23.09.30,2023,FY4Q,8.28,18.84,15.89,11.08,1.8,27.21,12.13,14.39,22.64,45.1,19.6,80.5,133.6,145.2,33.0
V,23.06.30,2023,FY3Q,7.88,19.01,15.53,10.54,1.73,29.52,12.52,15.33,24.77,44.1,19.1,76.6,128.9,149.2,33.0
V,23.03.31,2023,FY2Q,7.48,18.71,15.03,10.2,1.65,29.45,12.06,15.01,24.27,43.1,18.4,69.8,125.0,150.1,36.0
V,22.12.31,2023,FY1Q,7.15,17.87,14.61,9.97,1.58,28.28,11.62,14.22,22.84,42.2,18.0,68.6,131.3,144.0,35.0
V,22.09.30,2022,FY4Q,7.0,17.02,14.02,9.89,1.5,24.62,10.35,12.56,19.54,41.8,17.9,69.9,140.3,144.8,35.0
V,22.06.30,2022,FY3Q,6.78,17.06,13.5,8.93,1.45,28.11,11.57,14.61,24.22,40.2,17.6,67.7,140.7,142.7,36.0
V,22.03.31,2022,FY2Q,6.36,17.2,12.88,8.44,1.39,33.8,12.93,17.27,28.89,37.3,16.7,71.6,127.3,128.8,34.0
V,21.12.31,2022,FY1Q,6.04,17.18,12.09,8.29,1.34,34.76,12.63,17.94,28.66,35.2,16.0,67.1,126.4,139.5,33.0
WMT,25.07.31,2025,FY4Q,2.67,11.3,86.88,4.82,0.89,36.63,8.68,1.13,20.34,24.2,8.1,16.2,193.4,79.2,11.0
WMT,25.04.30,2025,FY3Q,2.35,10.46,85.52,4.69,0.86,41.43,9.3,1.14,20.73,21.7,7.2,14.7,205.3,78.0,11.0
WMT,25.01.31,2025,FY2Q,2.41,11.32,84.69,4.53,0.83,40.57,8.66,1.16,21.64,22.5,7.5,15.3,179.5,82.3,11.0
WMT,24.10.31,2025,FY1Q,2.43,10.96,83.83,4.93,0.81,33.48,7.48,0.98,16.62,23.3,7.7,15.7,191.9,84.8,11.0
WMT,24.07.31,2024,FY4Q,1.92,10.5,82.68,4.21,0.8,35.5,6.54,0.83,16.3,18.9,6.1,12.9,194.1,80.3,10.0
WMT,24.04.30,2024,FY3Q,2.33,10.1,81.63,4.39,0.78,25.25,5.88,0.73,13.53,23.4,7.4,15.4,204.2,80.3,10.0
WMT,24.01.31,2024,FY2Q,1.91,10.38,80.24,4.42,0.76,28.68,5.31,0.69,12.45,19.7,6.1,13.2,193.2,83.2,10.0
WMT,23.10.31,2024,FY1Q,2.0,9.84,79.08,3.98,0.76,27.0,5.54,0.69,13.68,21.2,6.5,14.5,218.5,84.8,10.0
WMT,23.07.31,2023,FY4Q,1.72,9.85,78.08,4.68,0.75,30.66,5.41,0.68,11.39,18.7,5.7,13.4,213.4,82.7,9.0
WMT,23.04.30,2023,FY3Q,1.38,8.96,76.96,4.61,0.75,36.02,5.62,0.65,10.93,15.1,4.6,11.2,229.0,82.2,9.0
WMT,23.01.31,2023,FY2Q,1.42,9.39,74.81,3.53,0.75,33.22,5.06,0.64,13.45,15.4,4.7,11.3,207.9,82.1,10.0
WMT,22.10.31,2023,FY1Q,1.08,8.88,73.79,2.9,0.74,43.08,5.35,0.64,16.38,11.6,3.6,8.5,231.9,86.5,11.0
WMT,22.07.31,2022,FY4Q,1.67,9.45,71.62,2.56,0.74,26.1,4.67,0.62,17.24,17.3,5.6,11.8,208.3,84.2,13.0
WMT,22.04.30,2022,FY3Q,1.55,9.31,69.72,2.13,0.74,32.39,5.48,0.73,23.97,16.1,5.3,11.4,208.8,86.2,13.0
WMT,22.01.31,2022,FY2Q,1.62,9.94,68.38,2.89,0.73,28.36,4.66,0.68,16.04,16.9,5.7,12.1,183.7,92.8,13.0
WMT,21.10.31,2022,FY1Q,0.95,9.85,68.46,3.53,0.73,51.95,5.06,0.73,14.13,10.0,3.3,8.9,187.3,94.7,12.0
XOM,25.09.30,2025,FY4Q,6.88,61.12,78.19,12.08,3.96,16.05,1.85,1.44,9.33,11.4,6.6,10.6,71.4,113.7,59.0
XOM,25.06.30,2025,FY3Q,7.04,60.93,78.45,12.6,3.92,14.98,1.77,1.37,8.56,11.7,6.8,11.1,67.6,124.9,54.0
XOM,25.03.31,2025,FY2Q,7.54,60.55,80.58,12.29,3.88,15.56,1.96,1.48,9.68,12.5,7.3,11.8,69.3,123.6,50.0
XOM,24.12.31,2025,FY1Q,7.84,60.0,79.54,12.52,3.84,14.04,1.79,1.35,8.59,13.4,7.7,12.7,69.3,130.8,50.0
XOM,24.09.30,2024,FY4Q,8.03,60.46,78.89,12.71,3.8,15.45,1.94,1.49,9.22,14.2,8.0,13.6,69.1,134.8,52.0
XOM,24.06.30,2024,FY3Q,8.36,68.07,89.08,13.92,3.76,13.29,1.69,1.29,8.27,15.6,8.6,14.8,68.7,136.0,55.0
XOM,24.03.31,2024,FY2Q,8.16,51.73,85.97,13.53,3.72,14.06,2.25,1.35,8.59,16.2,8.8,15.3,80.3,138.2,54.0
XOM,23.12.31,2024,FY1Q,8.89,51.68,86.95,13.97,3.68,11.0,1.94,1.15,7.16,18.0,9.7,16.7,80.0,147.9,63.0
XOM,23.09.30,2023,FY4Q,10.07,49.89,88.85,14.82,3.64,11.44,2.36,1.32,7.94,20.8,11.2,19.4,82.5,142.1,79.0
XOM,23.06.30,2023,FY3Q,12.5,49.23,93.24,16.76,3.61,8.38,2.18,1.15,6.4,26.6,14.1,23.1,78.5,148.4,89.0
XOM,23.03.31,2023,FY2Q,14.77,48.81,100.65,19.25,3.58,7.24,2.25,1.09,5.7,32.6,16.7,27.1,82.0,145.8,113.0
XOM,22.12.31,2023,FY1Q,13.26,47.36,100.45,18.65,3.55,8.15,2.33,1.1,5.91,30.6,15.3,24.4,85.4,141.4,98.0
XOM,22.09.30,2022,FY4Q,12.25,44.65,96.75,18.31,3.52,7.02,1.96,0.9,4.77,29.6,14.5,22.0,95.2,134.1,88.0
XOM,22.06.30,2022,FY3Q,9.14,42.09,86.63,15.18,3.51,9.26,2.04,0.99,5.64,23.1,11.1,16.9,103.4,116.3,68.0
XOM,22.03.31,2022,FY2Q,6.03,39.97,74.88,12.67,3.5,13.56,2.07,1.1,6.52,15.7,7.5,11.2,105.3,107.2,42.0
XOM,21.12.31,2022,FY1Q,5.39,39.82,67.47,11.37,3.49,11.24,1.54,0.91,5.38,14.3,6.8,9.6,96.8,104.4,34.0
CAT,25.09.30,2025,FY4Q,19.45,44.04,137.86,24.6,5.74,24.11,10.82,3.46,19.37,48.2,10.4,14.7,353.7,138.4,24.0
CAT,25.06.30,2025,FY3Q,19.62,39.72,134.37,24.2,5.64,19.38,9.8,2.9,16.08,49.9,10.8,14.9,384.0,133.8,24.0
CAT,25.03.31,2025,FY2Q,20.48,38.05,133.21,23.74,5.53,16.09,8.85,2.53,14.19,53.6,11.6,16.1,370.2,132.0,25.0
CAT,24.12.31,2025,FY1Q,22.05,40.05,133.16,24.73,5.42,16.23,8.98,2.7,14.55,58.6,12.7,17.6,350.2,141.6,26.0
CAT,24.09.30,2024,FY4Q,21.53,39.96,135.22,26.04,5.31,17.76,9.77,2.89,15.0,58.0,12.5,17.8,344.6,139.5,25.0
CAT,24.06.30,2024,FY3Q,21.94,35.15,136.14,26.95,5.2,14.81,9.51,2.46,12.41,58.9,12.9,18.5,386.3,128.4,25.0
CAT,24.03.31,2024,FY2Q,22.13,35.73,135.65,27.06,5.1,16.62,10.59,2.79,13.99,59.3,13.1,18.8,374.6,134.9,26.0
CAT,23.12.31,2024,FY1Q,20.12,38.2,131.34,25.24,5.0,14.56,7.72,2.25,11.68,54.1,12.0,17.8,348.5,135.2,25.0
CAT,23.09.30,2023,FY4Q,17.64,40.23,130.61,22.8,4.9,15.28,6.79,2.09,11.98,50.1,10.8,16.4,323.2,144.9,23.0
CAT,23.06.30,2023,FY3Q,16.06,35.59,126.28,19.58,4.8,15.18,6.95,1.96,12.64,49.2,10.1,15.4,367.9,133.1,22.0
CAT,23.03.31,2023,FY2Q,13.52,35.2,119.53,17.49,4.71,16.99,6.65,1.96,13.38,43.5,8.7,13.2,360.4,143.4,19.0
CAT,22.12.31,2023,FY1Q,12.64,30.16,112.79,14.74,4.62,18.59,7.85,2.1,16.05,41.7,8.2,12.3,415.7,138.9,18.0
CAT,22.09.30,2022,FY4Q,13.76,29.76,107.86,12.26,4.53,11.75,5.55,1.53,13.45,45.4,9.0,12.9,417.9,141.0,18.0
CAT,22.06.30,2022,FY3Q,12.49,29.68,101.75,10.73,4.44,14.11,6.05,1.77,16.73,40.9,8.3,11.8,414.7,145.0,16.0
CAT,22.03.31,2022,FY2Q,11.92,31.99,98.55,10.45,4.36,18.78,7.14,2.32,21.85,38.7,7.9,11.6,381.2,144.1,15.0
CAT,21.12.31,2022,FY1Q,11.83,30.36,93.7,13.23,4.28,17.23,6.77,2.19,15.54,38.9,8.0,11.8,401.3,145.6,14.0
CSCO,25.07.26,2025,FY4Q,2.55,11.78,14.25,3.57,1.62,26.72,5.81,4.8,19.17,22.2,8.4,34.4,161.1,99.8,7.0
CSCO,25.04.26,2025,FY3Q,2.45,11.57,14.0,3.45,1.61,23.04,4.91,4.06,16.48,21.5,8.0,33.2,160.8,95.1,7.0
CSCO,25.01.25,2025,FY2Q,2.29,11.44,13.61,3.42,1.6,26.98,5.44,4.58,18.22,20.2,7.5,31.6,166.6,86.7,6.0
CSCO,24.10.26,2025,FY1Q,2.33,11.35,13.28,3.05,1.59,23.68,4.91,4.2,18.28,20.6,8.0,33.3,172.4,88.2,8.0
CSCO,24.07.27,2024,FY4Q,2.54,11.24,13.31,2.69,1.58,18.69,4.24,3.59,17.73,22.6,9.2,40.9,173.7,90.8,12.0
CSCO,24.04.27,2024,FY3Q,2.96,11.32,13.7,3.24,1.57,16.0,4.23,3.5,14.78,26.7,11.4,49.9,168.7,89.5,20.0
CSCO,24.01.27,2024,FY2Q,3.28,11.41,14.11,3.54,1.56,15.76,4.58,3.7,14.75,30.2,13.5,58.0,118.7,136.5,35.0
CSCO,23.10.28,2024,FY1Q,3.3,11.14,14.31,4.51,1.55,15.39,4.62,3.6,11.43,31.3,13.8,58.6,118.5,146.7,36.0
CSCO,23.07.29,2023,FY4Q,3.07,10.84,13.93,4.86,1.54,16.83,4.79,3.72,10.67,30.0,13.0,55.0,129.6,138.5,35.0
CSCO,23.04.29,2023,FY3Q,2.78,10.34,13.43,4.3,1.53,16.87,4.58,3.53,11.0,28.0,12.1,50.6,130.6,139.1,35.0
CSCO,23.01.28,2023,FY2Q,2.73,10.11,12.96,3.91,1.52,17.63,4.81,3.75,12.42,27.9,12.0,49.6,131.1,141.3,36.0
CSCO,22.10.29,2023,FY1Q,2.77,9.8,12.73,3.35,1.51,16.3,4.66,3.59,13.63,28.8,12.3,48.8,131.1,145.2,38.0
CSCO,22.07.30,2022,FY4Q,2.82,9.54,12.36,3.17,1.5,15.91,4.72,3.64,14.21,29.1,12.5,48.0,136.3,143.2,39.0
CVX,25.09.30,2025,FY4Q,7.11,97.91,100.25,16.42,6.76,21.02,1.41,1.38,8.43,8.0,4.7,8.6,69.0,115.2,21.0
CVX,25.06.30,2025,FY3Q,7.77,85.17,113.62,18.69,6.68,18.23,1.71,1.28,7.78,9.1,5.4,9.7,70.7,99.6,27.0
CVX,25.03.31,2025,FY2Q,8.75,85.55,115.6,17.11,6.6,18.81,1.97,1.46,9.87,10.2,6.1,10.8,71.2,108.0,38.0
CVX,24.12.31,2025,FY1Q,9.72,84.76,112.85,17.52,6.52,14.74,1.71,1.28,8.27,11.2,6.8,11.8,68.1,106.1,47.0
CVX,24.09.30,2024,FY4Q,9.1,86.76,109.84,19.57,6.4,16.15,1.72,1.36,7.65,10.5,6.4,10.6,65.4,106.9,49.0
CVX,24.06.30,2024,FY3Q,10.1,87.21,110.17,19.3,6.28,15.43,1.81,1.44,8.2,11.6,7.1,11.5,63.0,115.7,59.0
CVX,24.03.31,2024,FY2Q,10.87,87.18,107.94,19.12,6.16,14.44,1.82,1.47,8.32,12.6,7.8,12.0,62.3,123.0,60.0
CVX,23.12.31,2024,FY1Q,11.36,85.26,106.45,18.86,6.04,13.18,1.75,1.4,7.91,13.3,8.3,12.9,61.9,127.5,64.0
CVX,23.09.30,2023,FY4Q,13.47,88.33,112.37,19.07,5.95,12.37,1.91,1.5,8.83,15.9,9.9,15.8,59.1,125.5,77.0
CVX,23.06.30,2023,FY3Q,15.77,84.79,119.33,22.1,5.86,9.88,1.88,1.34,7.22,19.0,11.8,18.7,58.4,143.4,87.0
CVX,23.03.31,2023,FY2Q,18.52,84.29,128.28,25.77,5.77,8.7,1.95,1.28,6.38,22.7,13.9,22.3,59.9,143.3,102.0
CVX,22.12.31,2023,FY1Q,18.28,82.37,127.35,25.65,5.68,9.79,2.18,1.41,7.0,23.0,13.8,22.0,61.2,147.2,97.0
CVX,22.09.30,2022,FY4Q,17.58,82.12,123.13,24.1,5.6,8.23,1.77,1.18,6.04,22.9,13.6,20.5,63.1,139.6,86.0
CVX,22.06.30,2022,FY3Q,14.99,78.84,110.89,20.47,5.52,9.79,1.85,1.32,7.13,20.2,11.8,17.3,67.3,130.8,69.0
GE,25.09.30,2025,FY4Q,7.49,17.74,41.45,7.12,1.36,39.57,16.96,7.26,42.24,42.1,6.4,12.3,580.6,107.7,10.0
GE,25.06.30,2025,FY3Q,7.17,17.94,39.02,6.15,1.2,35.38,14.34,6.6,41.84,40.5,6.2,11.8,553.5,103.7,8.0
GE,25.03.31,2025,FY2Q,6.43,17.94,36.97,4.87,1.48,30.71,11.16,5.41,41.11,36.8,5.6,10.6,543.6,107.5,7.0
GE,24.12.31,2025,FY1Q,5.99,17.87,35.76,4.35,1.12,27.53,9.33,4.66,38.33,30.3,4.9,9.8,535.5,109.4,6.0
GE,24.09.30,2024,FY4Q,5.69,17.41,34.44,6.04,0.92,32.74,10.83,5.48,31.2,26.4,4.3,8.3,570.1,113.4,4.0
GE,24.06.30,2024,FY3Q,4.23,16.99,33.63,6.27,0.52,37.38,9.36,4.73,25.34,17.8,3.0,6.5,561.1,114.1,4.0
GE,24.03.31,2024,FY2Q,3.06,27.43,33.51,5.92,0.24,56.79,6.4,5.24,29.65,11.5,2.0,5.2,444.9,116.6,4.0
GE,23.12.31,2024,FY1Q,8.36,25.18,32.48,4.77,0.32,15.12,5.07,3.93,26.77,30.9,5.6,10.4,528.0,132.6,4.0
GE,23.09.30,2023,FY4Q,8.84,26.34,18.75,6.02,0.32,12.41,4.2,5.9,18.37,31.0,5.8,10.6,442.5,117.2,6.0
GE,23.06.30,2023,FY3Q,8.68,28.65,23.49,5.65,0.24,12.57,3.84,4.68,19.45,29.7,5.5,10.2,418.8,125.2,4.0
GE,23.03.31,2023,FY2Q,7.84,29.06,28.41,5.7,0.32,12.11,3.29,3.37,16.76,26.2,4.8,9.1,415.9,125.1,3.0
GE,22.12.31,2023,FY1Q,0.05,30.84,26.67,5.42,0.32,1907.39,2.72,3.14,15.47,0.1,-,1.5,456.8,118.1,2.0
GE,22.09.30,2022,FY4Q,-5.25,28.7,39.99,3.65,0.32,-11.78,2.16,1.55,16.98,-15.9,-3.0,-3.5,470.6,109.9,-1.0
GE,22.06.30,2022,FY3Q,-4.25,31.48,43.56,4.47,0.32,-15.08,2.02,1.46,14.26,-12.3,-2.3,-2.2,431.7,112.6,0.0
HD,25.08.03,2025,FY4Q,14.71,10.75,166.39,18.02,9.1,25.41,34.86,2.25,20.8,188.5,14.9,21.6,838.1,114.7,9.0
HD,25.05.04,2025,FY3Q,14.73,8.02,164.27,18.79,9.05,24.75,45.55,2.22,19.44,236.1,15.0,21.4,1146.5,109.3,9.0
HD,25.02.02,2025,FY2Q,14.91,6.71,161.13,20.01,9.0,27.64,61.63,2.57,20.66,317.3,16.0,21.7,1347.6,110.5,10.0
HD,24.10.27,2025,FY1Q,14.73,5.84,156.0,20.05,8.84,27.12,68.48,2.56,19.94,447.1,16.7,21.8,1581.0,113.3,11.0
HD,24.07.28,2024,FY4Q,14.87,4.47,153.63,20.07,8.68,24.13,80.66,2.34,17.94,678.1,18.0,22.4,2091.1,114.8,12.0
HD,24.04.28,2024,FY3Q,14.92,1.84,153.52,21.29,8.52,22.33,182.46,2.19,15.77,1056.7,19.3,23.2,4253.3,133.9,12.0
HD,24.01.28,2024,FY2Q,15.11,1.05,152.82,21.19,8.36,23.35,338.71,2.32,16.7,1452.2,19.9,23.8,7230.5,135.2,12.0
HD,23.10.29,2024,FY1Q,15.6,1.44,154.33,21.12,8.17,17.61,193.34,1.8,13.14,1339.6,20.6,24.3,5185.1,130.2,13.0
HD,23.07.30,2023,FY4Q,16.03,1.34,154.88,19.64,7.98,20.52,249.55,2.15,16.96,1424.9,21.2,25.0,5621.9,131.4,14.0
HD,23.04.30,2023,FY3Q,16.43,0.36,154.21,16.28,7.79,18.21,842.64,1.96,18.55,1936.6,21.9,26.0,21001.1,127.4,14.0
HD,23.01.29,2023,FY2Q,16.69,1.53,154.02,14.3,7.6,18.87,206.64,2.05,22.08,4929.4,22.4,27.0,4794.0,140.5,15.0
HD,22.10.30,2023,FY1Q,16.6,1.27,154.21,12.95,7.35,17.89,235.54,1.94,23.15,-,22.7,28.2,5821.9,138.7,16.0
HD,22.07.31,2022,FY4Q,16.28,0.23,151.75,13.5,7.1,18.32,1305.03,1.99,22.4,-,22.7,28.9,31893.7,118.3,17.0
IBM,25.09.30,2025,FY4Q,8.38,29.88,70.03,14.44,6.7,33.24,9.42,4.02,19.49,28.9,5.5,13.4,424.0,93.2,6.0
IBM,25.06.30,2025,FY3Q,6.18,29.55,68.8,14.27,6.69,46.97,9.96,4.28,20.63,22.0,4.1,9.7,439.8,90.8,4.0
IBM,25.03.31,2025,FY2Q,5.83,28.97,67.71,14.71,6.68,42.13,8.58,3.67,16.9,21.3,4.0,9.4,441.6,100.7,4.0
IBM,24.12.31,2025,FY1Q,6.43,29.63,68.08,14.59,6.67,33.75,7.44,3.24,15.12,24.3,4.4,9.4,402.0,104.0,4.0
IBM,24.09.30,2024,FY4Q,6.88,26.47,67.76,14.7,6.66,31.84,8.33,3.25,15.0,27.1,4.7,10.0,449.2,105.9,5.0
IBM,24.06.30,2024,FY3Q,9.08,26.11,67.77,14.94,6.65,18.84,6.61,2.55,11.55,36.3,6.3,13.4,456.8,112.3,6.0
IBM,24.03.31,2024,FY2Q,8.84,25.36,67.67,15.62,6.64,21.4,7.53,2.82,12.22,35.9,6.1,12.9,489.4,113.2,6.0
IBM,23.12.31,2024,FY1Q,8.14,24.73,67.89,15.29,6.63,19.91,6.63,2.41,10.72,33.6,5.7,12.6,499.8,96.4,6.0
IBM,23.09.30,2023,FY4Q,7.55,25.29,67.01,14.72,6.62,18.46,5.54,2.09,9.51,31.2,5.3,11.8,460.0,90.5,6.0
IBM,23.06.30,2023,FY3Q,2.17,24.4,66.52,13.49,6.61,60.03,5.47,2.01,9.9,9.4,1.6,3.9,495.2,106.0,2.0
IBM,23.03.31,2023,FY2Q,1.98,23.81,66.76,12.08,6.6,64.87,5.5,1.96,10.85,8.8,1.4,3.4,518.3,116.1,2.0
IBM,22.12.31,2023,FY1Q,1.79,24.31,67.06,11.56,6.59,77.72,5.81,2.1,12.21,8.1,1.3,2.9,479.5,92.4,2.0
IBM,22.09.30,2022,FY4Q,1.38,22.21,66.95,9.97,6.58,85.03,5.35,1.77,11.9,6.5,1.0,2.3,526.5,95.2,2.0
IBM,22.06.30,2022,FY3Q,6.17,21.53,66.2,10.9,6.57,22.73,6.54,2.13,12.92,28.1,4.2,9.1,556.6,87.6,6.0
KO,25.09.26,2025,FY4Q,3.02,7.26,11.08,1.77,2.02,21.69,9.05,5.93,37.17,47.0,12.6,21.1,232.9,121.1,9.0
KO,25.06.27,2025,FY3Q,2.82,6.64,10.93,0.3,1.99,24.85,10.59,6.43,232.68,45.9,11.8,20.8,259.4,121.3,8.0
KO,25.03.28,2025,FY2Q,2.5,6.09,10.9,0.25,1.97,28.07,11.55,6.46,281.55,41.7,10.5,19.9,282.3,110.0,7.0
KO,24.12.31,2025,FY1Q,2.46,5.77,10.92,1.58,1.94,25.23,10.79,5.7,39.41,41.0,10.4,20.8,298.4,103.0,6.0
KO,24.09.27,2024,FY4Q,2.42,6.15,10.76,1.28,1.92,29.73,11.67,6.67,56.01,39.8,10.3,20.7,294.6,106.0,6.0
KO,24.06.28,2024,FY3Q,2.47,6.0,10.78,2.57,1.89,25.75,10.61,5.9,24.74,40.7,10.8,21.5,285.4,108.0,7.0
KO,24.03.29,2024,FY2Q,2.5,6.13,10.69,2.78,1.87,24.47,9.98,5.73,22.05,41.2,11.0,21.1,270.3,103.9,7.0
KO,23.12.31,2024,FY1Q,2.47,6.0,10.58,2.68,1.84,23.78,9.82,5.57,21.97,41.4,11.0,21.1,270.7,113.4,7.0
KO,23.09.29,2023,FY4Q,2.48,6.09,10.41,2.75,1.82,22.47,9.2,5.38,20.38,42.4,11.2,21.2,264.9,114.2,8.0
KO,23.06.30,2023,FY3Q,2.42,6.02,10.21,2.57,1.8,24.78,10.01,5.9,23.46,42.8,11.0,20.8,272.6,114.4,9.0
KO,23.03.31,2023,FY2Q,2.27,5.83,10.05,2.44,1.78,27.2,10.64,6.17,25.43,41.5,10.5,19.4,279.7,115.1,10.0
KO,22.12.31,2023,FY1Q,2.19,5.57,9.94,2.55,1.76,28.83,11.41,6.4,24.97,40.3,10.2,18.0,277.7,114.5,12.0
KO,22.09.30,2022,FY4Q,2.28,5.27,9.79,2.65,1.74,24.41,10.62,5.72,21.14,42.4,10.6,18.2,298.3,112.6,14.0
KO,22.07.01,2022,FY4Q,2.2,5.31,9.54,2.69,1.72,29.16,12.13,6.75,23.96,41.2,10.3,17.2,297.2,112.7,14.0
MS,25.09.30,2025,FY4Q,9.75,70.0,43.91,-2.34,3.78,16.31,2.31,3.68,-68.97,14.5,1.2,1.4,1140.2,-,-
MS,25.06.30,2025,FY3Q,8.83,68.6,41.94,-11.2,3.71,15.98,2.09,3.42,-12.79,13.3,1.1,1.3,1150.4,-,-
MS,25.03.31,2025,FY2Q,8.52,67.43,40.63,-17.03,3.63,13.74,1.76,2.92,-6.98,13.0,1.1,1.3,1116.4,-,-
MS,24.12.31,2025,FY1Q,7.95,65.69,38.82,0.86,3.55,15.82,1.94,3.28,148.71,12.2,1.1,1.2,1061.7,-,-
MS,24.09.30,2024,FY4Q,6.57,65.81,36.8,-17.75,3.48,15.88,1.61,2.89,-5.98,10.3,0.9,1.1,1061.7,-,-
MS,24.06.30,2024,FY3Q,6.07,65.57,35.34,-4.47,3.4,16.03,1.51,2.8,-22.18,9.7,0.8,1.0,1061.7,-,-
