Date,High,Low,Volume,Close,Volatility
2023-01-04,163.39188776016235,159.5789974530538,25112418.4,161.73640955289204,3.812890307108561
2023-01-05,161.7363715012868,158.12571439743041,21833847.683333334,159.45641856988271,3.6106571038564046
2023-01-06,163.82629709243776,158.35449250539145,25606877.4,162.58683084646862,5.4718045870463055
2023-01-09,166.10876863797506,161.75343124866487,26064664.066666666,162.84739122390747,4.355337389310201
2023-01-10,165.02359891732533,161.31314406394958,21497679.033333335,164.19535853068035,3.7104548533757526
2023-01-11,166.75558018684387,163.08139421145123,22192201.716666665,166.053302804629,3.6741859753926596
2023-01-12,168.1094829559326,164.2578657388687,25851581.183333334,166.8479328473409,3.851617217063904
2023-01-13,168.2029050985972,164.64978249073027,24091813.25,167.38003985087076,3.553122607866923
2023-01-17,168.81007551352184,165.3158144235611,26033835.45,166.74315818945567,3.4942610899607343
2023-01-18,168.5511803150177,163.82138493855794,24711331.3,164.26476423740388,4.729795376459758
2023-01-19,165.34859626293184,161.55490835507712,24033841.0,163.23255727291107,3.793687907854716
2023-01-20,166.92126127084097,162.68059424559274,27877876.816666666,166.42564656734467,4.24066702524821
2023-01-23,169.89567826588947,165.48988038698832,29671059.133333333,168.5532317320506,4.405797878901164
2023-01-24,170.56351803143818,165.6546270529429,23118459.916666668,168.44227802753448,4.90889097849528
2023-01-25,169.12322475910187,165.00715800126395,25349139.666666668,168.55858183701832,4.116066757837931
2023-01-26,171.47574089368183,167.64491370519002,26011583.9,170.28891566594442,3.8308271884918215
2023-01-27,172.36359639962515,168.50943280061085,30339924.066666666,170.46038740475973,3.8541635990142824
2023-01-30,170.9269803126653,167.62530635992687,25391921.766666666,168.4065410296122,3.301673952738444
2023-01-31,171.00605226357777,167.41304658253986,26683627.1,170.56740930080414,3.5930056810379027
2023-02-01,174.33166182835896,168.7044409195582,32371931.533333335,172.79175936381023,5.627220908800761
2023-02-02,176.94137864112855,171.73499639829,35761997.15,174.60624222755433,5.206382242838542
2023-02-03,175.908456325531,170.8956277370453,30080644.75,172.83957816759747,5.012828588485718
2023-02-06,173.2764632066091,170.316717338562,23983138.566666666,171.70582582155865,2.9597458680470785
2023-02-07,174.51226994196574,169.6576114654541,30975764.7,173.7596019744873,4.854658476511637
2023-02-08,174.82623682022094,171.0416118621826,29151722.866666667,172.2544673124949,3.78462495803833
2023-02-09,175.12886832555134,170.47564225991567,29183740.566666666,171.15850942929586,4.653226065635681
2023-02-10,172.18020295302074,168.95205084482828,26352334.916666668,170.90138157208762,3.228152108192444
2023-02-13,173.36268082459767,170.17706189155578,24637955.75,172.7475220123927,3.1856189330418903
2023-02-14,174.3750965118408,170.2814448038737,30999648.85,172.67869319915772,4.093651707967123
2023-02-15,173.50415449142457,170.44344650904338,23933991.95,172.8372061252594,3.0607079823811847
2023-02-16,172.67002288500467,169.18754943211874,24624479.883333333,170.03580066363017,3.482473452885946
2023-02-17,170.87116853396097,167.34604236284892,24721633.716666665,169.69615451494852,3.5251261711120607
2023-02-21,169.2986488501231,165.74521015485126,24547169.416666668,166.55530678431194,3.5534386952718098
2023-02-22,168.42155725161234,165.36035733222963,25425130.883333333,166.67162919044495,3.061199919382731
2023-02-23,168.6363929271698,164.85607453982036,34487900.53333333,167.14780807495117,3.7803183873494466
2023-02-24,167.02682415644327,163.630659977595,24468860.666666668,165.8318656126658,3.3961641788482666
2023-02-27,168.25006782213848,165.42476348876954,21069014.95,166.0519186814626,2.8253043333689374
2023-02-28,167.29711488087972,164.44304164250693,23280012.383333333,165.41880747477214,2.854073238372803
2023-03-01,166.5549474398295,163.33910343647003,21915906.466666665,164.69441007773082,3.215844003359477
2023-03-02,166.81193555196126,163.12395330270132,22357175.616666667,166.01736884911855,3.6879822492599486
2023-03-03,168.87819383939106,165.58081453641256,23073959.666666668,168.40482522646587,3.2973793029785154
2023-03-06,170.75200179417928,167.5615288257599,22343503.416666668,168.82970895767212,3.190472968419393
2023-03-07,169.9424650510152,165.82094108263652,24293502.416666668,166.38420394261678,4.121523968378702
2023-03-08,167.7814702351888,164.8928202788035,22652841.116666667,166.6872961997986,2.8886499563852945
2023-03-09,168.649595673879,163.10176649888356,26674084.2,163.67686673005423,5.547829174995423
2023-03-10,164.96628143787385,159.97020831902822,30188959.716666665,161.22487224737804,4.996073118845621
2023-03-13,163.87368043263754,158.3135782321294,31410255.033333335,160.97964227994282,5.560102200508117
2023-03-14,165.4661954720815,161.43603155612945,29060908.633333333,164.18152876694998,4.030163915952047
2023-03-15,164.05110659599305,160.0134731610616,31100286.616666667,163.09216264883676,4.037633434931437
2023-03-16,166.76101053555806,161.23695635000865,32301834.716666665,165.92422060171762,5.524054185549418
2023-03-17,166.50434629122415,162.75915330251058,44929293.15,164.15122946103415,3.7451929887135824
2023-03-20,166.59473284085593,163.1020686864853,25328519.05,165.52234058380128,3.4926641543706256
2023-03-21,168.6733637491862,165.33737808863322,27906718.0,167.60640136400858,3.3359856605529785
2023-03-22,169.67583243052164,165.1160352389018,31131763.05,165.25978418986003,4.559797191619873
2023-03-23,169.24807100296022,164.85605476697285,27835151.516666666,166.74688150087994,4.392016235987345
2023-03-24,167.9976010163625,164.37179423967999,24134681.25,167.2994944413503,3.625806776682536
2023-03-27,169.69648787180583,166.5070327202479,21548066.933333334,167.74763229688008,3.1894551515579224
2023-03-28,168.48693579037985,165.57678372859954,18838864.2,166.7735254764557,2.910152061780294
2023-03-29,169.65616939862568,167.06452085177105,22326109.233333334,168.82755878766378,2.591648546854655
2023-03-30,170.9562341372172,168.58219674428304,20794526.783333335,169.8460083325704,2.3740373929341634
2023-03-31,172.97454492251077,169.85842847824097,24527109.85,172.58516414960226,3.116116444269816
2023-04-03,174.1581726551056,170.99284903208414,22152441.133333333,173.27727885246276,3.1653236230214437
2023-04-04,174.99666972160338,171.70812304814658,20283326.383333333,172.86579303741456,3.288546673456828
2023-04-05,174.1981072107951,170.89213768641153,23665442.166666668,172.7816572745641,3.3059695243835447
2023-04-06,173.93178199132282,170.50155892372132,20562250.666666668,172.99628987312317,3.430223067601522
2023-04-10,173.84883933067323,170.544366812706,19965847.2,173.39268770217896,3.3044725179672243
2023-04-11,174.9565570672353,172.3655092875163,18837217.966666665,173.50980723698933,2.5910477797190348
2023-04-12,175.74428373972574,172.20296082496642,21372658.633333333,172.89719454447427,3.541322914759318
2023-04-13,176.04401059150695,172.7871171315511,19962881.566666666,175.60052267710367,3.2568934599558514
2023-04-14,176.54715293248495,173.43469462394714,20830266.116666667,175.05947642326356,3.1124583085378013
2023-04-17,176.19637627601622,173.53560134569804,19311136.716666665,175.30207705497742,2.6607749303181967
2023-04-18,176.77691043217976,174.02453106244405,24013175.533333335,175.41972354253133,2.752379369735718
2023-04-19,176.3936789035797,173.51019783020018,19848961.683333334,175.34134391148885,2.8834810733795164
2023-04-20,176.31204862594603,172.88883213996888,25145118.95,174.8136374791463,3.4232164859771728
2023-04-21,176.37483309110004,173.7220245997111,21239397.35,175.39786825180053,2.652808491388957
2023-04-24,176.78158973058063,174.03452042738596,19228970.083333332,175.52470246950784,2.747069303194682
2023-04-25,175.9061766465505,171.9067580620448,21933036.133333333,172.49652978579203,3.999418584505717
2023-04-26,173.73692401250204,170.0509711186091,23688697.616666667,171.3495342095693,3.685952893892924
2023-04-27,175.15225976308187,170.47758249441782,25065320.55,174.29993751049042,4.674677268664042
2023-04-28,177.2913553873698,173.17537592252094,22509657.65,176.1739468574524,4.115979464848836
2023-05-01,177.63562123775483,174.43126045862834,23763152.283333335,175.77797005176544,3.204360779126485
2023-05-02,176.42308807373047,172.31770083904266,24227625.766666666,174.01498142878214,4.1053872346878055
2023-05-03,176.22758009433747,172.54461515744526,22884967.383333333,173.36557773749033,3.6829649368921915
2023-05-04,174.14650166034698,170.61123999754588,22414938.85,171.99874097506205,3.5352616628011067
2023-05-05,175.53506773312887,172.33052019278207,21668952.35,174.447216351827,3.2045475403467814
2023-05-08,175.98321142991384,173.0934407869975,20243443.8,174.8310897509257,2.8897706429163614
2023-05-09,175.76952980359394,173.0475660800934,20856315.616666667,174.2643143494924,2.72196372350057
2023-05-10,176.84802088737487,172.93795692125957,24213955.4,174.97205554644268,3.910063966115316
2023-05-11,175.89210866292316,172.8735724290212,21927277.133333333,174.80400751431782,3.0185362339019775
2023-05-12,176.38791885375977,173.32950367927552,18733142.9,174.72581876118977,3.058415174484253
2023-05-15,176.25050678253174,173.24017257690429,18164111.933333334,175.24202130635578,3.0103342056274416
2023-05-16,176.32147024472553,173.26240612665814,21989249.183333334,174.39928142229715,3.0590641180674236
2023-05-17,177.70023237864177,173.87124177614848,24240896.716666665,176.83478600184122,3.828990602493286
2023-05-18,179.64817020098369,175.7938747882843,32526493.666666668,179.01334641774494,3.8542954126993814
2023-05-19,180.5238516171773,177.60427519480388,26337329.783333335,178.76572057406108,2.9195764223734537
2023-05-22,180.72828070322672,177.0462939421336,22469796.45,178.44349610010784,3.68198676109314
2023-05-23,179.18077675501505,175.27019527753194,24308023.983333334,176.14831417401632,3.9105814774831136
2023-05-24,176.27078275680543,173.20177076657612,28132035.0,174.816810019811,3.069011990229289
2023-05-25,177.74718499183655,173.80554536183675,46290566.766666666,176.24452664057415,3.9416396299997967
2023-05-26,180.8616820494334,175.946391805013,33330362.05,179.08076553344728,4.91529024442037
2023-05-30,181.79810387293497,177.45605948766072,35869272.833333336,179.04085766474407,4.342044385274251
2023-05-31,180.1065715154012,176.08912838300068,45220805.56666667,178.6276033560435,4.017443132400513
2023-06-01,181.33052530288697,176.94311784108478,29801750.716666665,180.1385529836019,4.387407461802165
2023-06-02,183.62019295692443,179.77130066553752,27499377.966666665,182.25979984601338,3.8488922913869223
2023-06-05,184.31414958635966,180.7307099978129,23750153.866666667,182.43893313407898,3.583439588546753
2023-06-06,184.7021686553955,180.59479915301006,22413328.933333334,182.78527779579161,4.107369502385457
2023-06-07,185.05642442703248,179.59531056086223,30817981.466666665,181.09653188387554,5.461113866170248
2023-06-08,183.46857741673787,179.82741072972615,23535279.933333334,182.48283696174622,3.6411666870117188
2023-06-09,184.98863054911297,181.77803535461425,23140167.933333334,183.34379099210102,3.210595194498698
2023-06-12,185.97584377924602,182.66598793665568,23828902.483333334,185.22946844100952,3.309855842590332
2023-06-13,187.85535610516865,184.40850063959758,28757974.7,186.26470359166464,3.4468554655710855
2023-06-14,188.0645793914795,183.9204641501109,30536269.466666665,186.25295763015748,4.1441152413686115
2023-06-15,189.57153231302897,185.0791744073232,28709115.983333334,188.5056445121765,4.49235790570577
2023-06-16,190.2626359621684,186.64186908404034,38533089.2,187.38932752609253,3.6207668781280518
2023-06-20,188.67627048492432,184.66507094701132,24645757.383333333,186.748708152771,4.011199537913004
2023-06-21,187.80579385757446,184.0256100177765,27257987.933333334,185.40194114049277,3.7801838397979735
2023-06-22,187.08660011291505,183.66509828567504,23742852.433333334,186.10394673347474,3.4215018272399904
2023-06-23,186.4233966668447,183.28943072954814,25877360.183333334,185.05325419108073,3.1339659372965496
2023-06-26,186.89030491511028,182.7761013666789,25848782.966666665,184.06618776321412,4.114203548431396
2023-06-27,186.92199120521545,183.22967411677044,22968955.45,185.86122838656107,3.692317088445028
2023-06-28,187.3307779312134,184.1202110449473,24855591.866666667,186.03001057306926,3.2105668862660726
2023-06-29,188.1182471593221,184.89762578010559,21615342.433333334,187.03862226804097,3.220621379216512
2023-06-30,190.3551797389984,187.54817345937093,24348814.133333333,189.22156535784404,2.807006279627482
2023-07-03,190.31324885686237,187.59277397791544,12203788.6,189.25209840138754,2.72047487894694
2023-07-05,190.5484697977702,187.28680413564047,19034768.916666668,189.16660332679749,3.26166566212972
2023-07-06,188.58090580304463,185.40747157732645,19778366.25,187.17005666097006,3.1734342257181805
2023-07-07,188.62338673273723,185.30547043482463,19095965.783333335,186.03811500867207,3.3179162979125976
2023-07-10,188.49602084159852,185.0525067170461,21466126.666666668,187.3259305636088,3.443514124552409
2023-07-11,189.1249008178711,185.72185867627462,19121326.883333333,187.9734169324239,3.4030421415964764
2023-07-12,191.40898157755535,187.96737168629963,23593660.633333333,189.61773352622987,3.4416098912556965
2023-07-13,192.1667583147685,189.06492958068847,23373899.583333332,190.9035096327464,3.1018287340799966
2023-07-14,193.7612603664398,189.95107531547546,30157477.15,191.75165144602457,3.8101850509643556
2023-07-17,193.94525237083434,190.54153865178426,26059138.533333335,192.78264753023782,3.4037137190500895
2023-07-18,195.72550795873005,191.12548262278239,28965278.633333333,194.39649306933086,4.600025335947673
2023-07-19,197.3049177010854,193.2802088737488,26565783.666666668,194.90244105656942,4.024708827336629
2023-07-20,196.26847496032715,191.33198040326437,27804770.866666667,193.27480478286742,4.936494557062785
2023-07-21,195.76120581626893,191.56912768681843,41002873.43333333,193.43299395243326,4.19207812945048
2023-07-24,195.83822425206503,192.07533650398256,21124554.35,194.13137933413188,3.7628877480824787
2023-07-25,195.99390632311503,192.73098912239075,21231954.45,194.50570432345071,3.2629172007242837
2023-07-26,195.6940750281016,191.78386130332947,22528297.5,194.26151490211487,3.9102137247721354
2023-07-27,197.73206637700397,192.32673689524333,25933718.516666666,193.23943862915038,5.405329481760661
2023-07-28,196.5670801480611,193.02850454648336,22808599.75,195.42151935895285,3.538575601577759
2023-07-31,196.9787474632263,193.9619351387024,20396914.2,195.85104722976683,3.016812324523926
2023-08-01,197.3650936762492,193.84847656885782,19264130.666666668,195.88838089307148,3.5166171073913572
2023-08-02,195.8370715936025,191.80851515134177,26406221.25,193.09536390304567,4.028556442260742
2023-08-03,194.21979859670003,190.9656336625417,20102398.483333334,192.78314170837402,3.254164934158325
2023-08-04,195.22419130007427,191.15787032445272,23178149.566666666,191.87220815022786,4.066320975621541
2023-08-07,194.9077218691508,191.74540212949117,20885881.9,194.07116355895997,3.1623197396596274
2023-08-08,195.30820819536845,191.19580543835957,21485191.05,193.93504155476887,4.11240275700887
2023-08-09,195.1504863103231,191.51884225209554,25358116.883333333,192.4453311284383,3.631644058227539
2023-08-10,195.99678908983867,191.97554992039997,23261813.583333332,192.900759379069,4.02123916943868
2023-08-11,193.88902190526326,191.06202305157979,22015878.95,192.77319827079774,2.8269988536834716
2023-08-14,194.70428624153138,191.3903362751007,25134663.666666668,193.96258387565612,3.313949966430664
2023-08-15,194.52060015996298,191.16453305880228,24645795.233333334,192.03778228759765,3.356067101160685
2023-08-16,193.2355459054311,189.96774315834045,23045308.733333334,190.39248506228128,3.2678027470906574
2023-08-17,191.8471523920695,187.7849144935608,24980721.35,188.49503488540648,4.062237898508708
2023-08-18,189.6666825135549,186.11737027168274,25532721.35,188.4921367486318,3.5493122418721517
2023-08-21,190.61717049280801,187.26184981664022,27668362.916666668,189.57916380564373,3.355320676167806
2023-08-22,191.149950615565,188.1580112775167,25708922.016666666,189.13449722925822,2.991939338048299
2023-08-23,192.46223607063294,188.87732288042704,28021747.383333333,191.33336005210876,3.5849131902058917
2023-08-24,193.23433923721313,188.11304526329042,35431299.333333336,188.44263313611347,5.12129397392273
2023-08-25,191.64884495735168,187.60278255144755,28779103.266666666,190.55725421905518,4.046062405904134
2023-08-28,192.86878997484843,190.11382069587708,22583096.883333333,191.65668989817303,2.754969278971354
2023-08-29,195.19995676676433,190.73100129763284,25532661.516666666,194.61125119527182,4.46895546913147
2023-08-30,196.62049910227458,193.685089635849,25470112.883333333,195.38128887812297,2.9354094664255777
2023-08-31,197.3481477578481,193.9530732313792,26096678.666666668,195.1761022090912,3.3950745264689126
2023-09-01,197.52599759101867,194.265131966273,21206365.316666666,195.61977968215942,3.2608656247456866
2023-09-05,197.5099672317505,193.78510438601177,19968317.5,195.24421855608622,3.7248628457387287
2023-09-06,196.1654193719228,192.84284903208416,21636868.566666666,194.5852267583211,3.3225703398386637
2023-09-07,196.0748425801595,192.41369218826293,22841185.583333332,194.62519667943317,3.6611503918965655
2023-09-08,196.37707290649413,193.38555920918782,20832649.45,194.88744972546894,2.9915136973063152
2023-09-11,197.67569637298584,194.4095922787984,23043618.316666666,196.30515230496724,3.2661040941874186
2023-09-12,197.22466548283896,193.64612778027853,21225320.916666668,195.13252822558084,3.578537702560425
2023-09-13,197.1910239537557,193.4094880580902,20754309.183333334,195.1648295243581,3.7815358956654865
2023-09-14,197.66931931177774,194.22519006729127,21161912.8,196.33416380882264,3.444129244486491
2023-09-15,197.31473495165508,192.9754375298818,34751906.266666666,193.92216361363728,4.339297421773275
2023-09-18,195.41729555130004,192.36730807622274,20593003.0,193.83928513526917,3.049987475077311
2023-09-19,194.64613223075867,191.49278313318888,19221920.75,193.36300813357036,3.1533490975697833
2023-09-20,195.18174735705057,191.16128438313802,19988611.983333334,191.64747897783914,4.020462973912557
2023-09-21,191.66413942972818,187.57052324612934,24413506.533333335,188.30184966723124,4.0936161835988365
2023-09-22,190.3921696980794,187.15029328664144,22303746.05,188.10971120198568,3.241876411437988
2023-09-25,189.35077741940816,186.56199582417807,18621991.683333334,188.87447624206544,2.7887815952301027
2023-09-26,188.67189909617107,185.5568242232005,20577179.05,186.47000387509664,3.115074872970581
2023-09-27,188.2385976632436,184.42031760215758,22831292.6,186.6172889550527,3.818280061086019
2023-09-28,189.32645360628763,185.26260147094726,21860388.95,187.9559637069702,4.0638521353403725
2023-09-29,190.10841156641644,186.26243052482604,21731511.083333332,187.1600390434265,3.8459810415903726
2023-10-02,188.74068988164265,185.0007154782613,20413811.3,187.39392034212747,3.7399744033813476
2023-10-03,188.0477424621582,183.3751219113668,22010395.0,184.66754263242086,4.6726205507914225
2023-10-04,187.09563643137614,183.7286619345347,20426710.85,186.35463752746583,3.3669744968414306
2023-10-05,187.45508913993837,183.78914326032003,20040462.316666666,185.9863553841909,3.665945879618327
2023-10-06,189.49873984654744,183.45255325635273,23783797.1,188.36796847979227,6.0461865901947025
2023-10-09,189.79886763890585,186.18659790356955,19841932.883333333,189.14322366714478,3.612269735336304
2023-10-10,191.82221714655557,188.11457142829894,20763085.65,189.98717865943908,3.7076457182566327
2023-10-11,191.99190243085226,188.16809250513714,19977809.55,190.0179896990458,3.823809925715129
2023-10-12,191.72599089940388,187.38268024126688,22973844.1,188.95175143877665,4.343310658137003
2023-10-13,191.19591841697692,186.76642468770345,23011528.95,188.17653714815776,4.429493729273478
2023-10-16,191.35937016805013,188.00968510309855,19561541.633333333,189.90919618606569,3.349685064951579
2023-10-17,191.72448717753093,187.31707345644634,28342085.783333335,190.09058221181235,4.407413721084595
2023-10-18,190.62768483161926,186.4512266953786,25577100.55,187.36465934117635,4.176458136240641
2023-10-19,190.0905346552531,185.28772373199462,26510754.25,186.47706928253174,4.8028109232584635
2023-10-20,187.40195846557617,183.04207073847454,25641011.0,184.07109688123066,4.359887727101644
2023-10-23,186.01454866727192,181.7194309234619,24035830.483333334,183.69737750689188,4.295117743810018
2023-10-24,186.71835559209188,183.19706996281943,22692672.966666665,185.28185086250306,3.521285629272461
2023-10-25,185.58564484914143,180.71867996851603,24720643.183333334,182.08477263450624,4.866964880625407
2023-10-26,184.01622516314188,178.9651186466217,28570766.516666666,180.53214864730836,5.051106516520182
2023-10-27,182.4496439933777,178.1046350955963,24915988.95,179.4117938041687,4.345008897781372
2023-10-30,183.4439744313558,179.27319827079774,22050485.583333332,182.04972732861836,4.170776160558065
2023-10-31,184.09744683901468,180.45850561459858,23566769.2,183.1170812447866,3.638941224416097
2023-11-01,185.87828658421833,182.0886825879415,24615034.85,184.95827054977417,3.7896039962768553
2023-11-02,189.41477516492208,185.51049516995747,25551432.116666667,188.2194143931071,3.9042799949645994
2023-11-03,191.2185435295105,187.51577030817668,24076055.333333332,189.4907505194346,3.7027732213338216
2023-11-06,191.50919469197592,188.2369351228078,20906473.433333334,190.28448203404744,3.272259569168091
2023-11-07,192.3829738775889,189.35722756385803,20664760.25,191.25042476654053,3.0257463137308758
2023-11-08,193.38613669077554,190.12746839523317,19466708.683333334,191.9162265141805,3.258668295542399
2023-11-09,193.35535354614257,189.2443546772003,24943518.416666668,190.0686557928721,4.110998868942261
2023-11-10,193.8401782989502,189.39679245948793,23296236.966666665,193.35669821103414,4.44338583946228
2023-11-13,194.95813983281454,191.51675446828207,19596329.6,193.8342350959778,3.441385364532471
2023-11-14,198.60575195948283,195.15901231765747,24621517.233333334,197.31537899971008,3.446739641825358
2023-11-15,199.6933765252431,195.97076710065207,24587811.816666666,197.6751428604126,3.7226094245910644
2023-11-16,199.31756992340087,195.7334092140198,23821527.866666667,197.9697776635488,3.5841607093811034
2023-11-17,199.32098781267803,196.36133772532145,21416603.633333333,198.14504369099936,2.959650087356567
2023-11-20,200.60615145365398,197.30811506907145,22503189.633333333,199.72629356384277,3.2980363845825194
2023-11-21,200.95146706899007,198.14814494450886,24959653.65,199.64711262385052,2.803322124481201
2023-11-22,202.08308347066244,199.29965648651122,28061578.083333332,200.6083264350891,2.7834269841512045
2023-11-24,201.89439675013224,199.96968981424968,11635966.583333334,201.19015305836996,1.9247069358825684
2023-11-27,202.20406554539997,199.57639694213867,21239101.916666668,200.60006580352783,2.627668603261312
2023-11-28,201.61022125879924,198.92614822387696,20340856.783333335,200.51378933588663,2.684073034922282
2023-11-29,203.27276573181152,199.75658610661824,21529685.516666666,200.83365023930867,3.516179625193278
2023-11-30,203.250954469045,199.20509452819823,28538918.516666666,201.95263827641804,4.0458599408467615
2023-12-01,203.99563223520914,200.12535111109415,21734486.2,202.62875026067098,3.87028112411499
2023-12-04,202.8809308052063,199.4114716211955,24156548.6,201.4296264966329,3.4694591840108235
2023-12-05,202.55973320007325,199.01706380844115,22166458.433333334,201.2544288635254,3.54266939163208
2023-12-06,203.27440980275472,199.77477293014528,22328754.016666666,200.57181901931762,3.4996368726094564
2023-12-07,202.84712387720745,199.86078262329102,22471622.1,201.94100364049277,2.9863412539164225
2023-12-08,203.76295442581176,200.58651787439982,21920898.633333333,202.8756791114807,3.1764365514119466
2023-12-11,205.61651283899943,201.6888077100118,26664712.816666666,204.2289477666219,3.9277051289876304
2023-12-12,206.5277661005656,203.13164443969725,23533437.383333333,205.7494002978007,3.3961216608683267
2023-12-13,209.1282437324524,204.20299323399863,26717335.15,208.41839742660522,4.925250498453776
2023-12-14,211.14229729970296,205.03302898406983,30296364.25,207.62734855016072,6.109268315633138
2023-12-15,209.90854069391887,205.76121673583984,46382971.31666667,208.582422320048,4.14732395807902
2023-12-18,211.84174505869547,208.03304125467938,23032556.916666668,210.23617909749348,3.808703804016113
2023-12-19,212.548988087972,209.40825659434,22300575.633333333,211.7594514211019,3.1407314936319985
2023-12-20,212.70156488418579,208.26070976257324,23156030.35,208.43063853581745,4.4408551216125485
2023-12-21,211.29908968607586,208.4462577819824,18369769.416666668,210.62039709091187,2.8528319040934247
2023-12-22,212.3971684773763,209.803071975708,15236809.166666666,210.9253833134969,2.5940965016682944
2023-12-26,212.55283937454223,210.50243644714357,13902032.716666667,211.78945814768474,2.0504029273986815
2023-12-27,213.03896792729697,210.81837094624836,15405923.5,212.43080183664958,2.220596981048584
2023-12-28,213.67632093429566,211.58306980133057,14896403.233333332,212.32622604370118,2.093251132965088
2023-12-29,213.2226705869039,210.68140719731647,18468185.55,211.81704209645588,2.541263389587402
2024-01-02,212.78754110336303,207.6198296546936,23087930.416666668,210.39702514012654,5.167711448669434
2024-01-03,211.27230765024822,207.50327866872152,21025750.833333332,208.9721747080485,3.769028981526693
2024-01-04,211.34343570073446,207.71991445223492,20098524.983333334,208.91421372095743,3.6235212484995523
2024-01-05,211.00209976832073,207.73237902323405,20706240.95,209.30819578170775,3.26972074508667
2024-01-08,212.5487712542216,208.40583009719847,25302931.133333333,212.08453880945842,4.142941157023112
2024-01-09,213.3699096997579,209.73615754445393,26238225.466666665,211.98419265747071,3.633752155303955
2024-01-10,215.00524876912434,211.3161427815755,22068522.0,213.8526816368103,3.689105987548828
2024-01-11,216.0214485168457,211.86593627929688,24697108.416666668,214.3244778951009,4.1555122375488285
2024-01-12,216.39583409627278,212.87772534688312,20313236.333333332,214.52219457626342,3.5181087493896483
2024-01-16,215.900061416626,211.95370909372966,23830890.316666666,213.68627096811932,3.9463523228963218
