Date,SPY_Close,SPY_Volume,SPY_Volatility,기준금리,SPY_PER,SPY_PBR,US_GDP,TNX_Close,CPIAUCSL
2023-02-02,416.7799987792969,101654500,5.42999267578125,4.75,23.4,3.75,22278345.0,0.3395999908447266,298.808
2023-02-03,412.3500061035156,94736800,5.8800048828125,4.75,23.4,3.75,22278345.0,0.3532000064849853,298.808
2023-02-06,409.8299865722656,60295300,3.19000244140625,4.75,23.4,3.75,22278345.0,0.3634000062942505,298.808
2023-02-07,415.1900024414063,90990700,8.91998291015625,4.75,23.4,3.75,22278345.0,0.3674000024795532,298.808
2023-02-08,410.6499938964844,76227500,4.600006103515625,4.75,23.4,3.75,22278345.0,0.3653000116348266,298.808
2023-02-09,407.0899963378906,78694900,8.760009765625,4.75,23.4,3.75,22278345.0,0.3683000087738037,298.808
2023-02-10,408.0400085449219,70769700,3.42999267578125,4.75,23.4,3.75,22278345.0,0.374399995803833,298.808
2023-02-13,412.8299865722656,64913500,4.730010986328125,4.75,23.4,3.75,22278345.0,0.3717000007629394,298.808
2023-02-14,412.6400146484375,88389300,6.53997802734375,4.75,23.4,3.75,22278345.0,0.3760999917984008,300.456
2023-02-15,413.9800109863281,61555700,4.589996337890625,4.75,23.4,3.75,22278345.0,0.3809000015258789,300.456
2023-02-16,408.2799987792969,76431500,4.769989013671875,4.75,23.4,3.75,22278345.0,0.3842999935150146,300.456
2023-02-17,407.260009765625,89257800,3.46002197265625,4.75,23.4,3.75,22278345.0,0.3828000068664551,300.456
2023-02-21,399.0899963378906,82655900,5.339996337890625,4.75,23.4,3.75,22278345.0,0.3954999923706054,300.456
2023-02-22,398.5400085449219,83742300,4.110015869140625,4.75,23.4,3.75,22278345.0,0.392300009727478,300.456
2023-02-23,400.6600036621094,96242400,5.95001220703125,4.75,23.4,3.75,22278345.0,0.3878999948501587,300.456
2023-02-24,396.3800048828125,108194400,3.6099853515625,4.75,23.4,3.75,22278345.0,0.3948999881744385,300.456
2023-02-27,397.7300109863281,80444700,4.540008544921875,4.75,23.4,3.75,22278345.0,0.3921999931335449,300.456
2023-02-28,396.260009765625,96438600,3.1300048828125,4.75,23.4,3.75,22278345.0,0.3915999889373779,300.456
2023-03-01,394.739990234375,99706800,3.30999755859375,4.75,22.66,3.75,22278345.0,0.399399995803833,300.456
2023-03-02,397.80999755859375,85127800,6.360015869140625,4.75,22.66,3.75,22278345.0,0.4072999954223633,300.456
2023-03-03,404.1900024414063,90120000,5.420013427734375,4.75,22.66,3.75,22278345.0,0.396399998664856,300.456
2023-03-06,404.4700012207031,72795900,3.44000244140625,4.75,22.66,3.75,22278345.0,0.3983000040054321,300.456
2023-03-07,398.2699890136719,108310600,7.040008544921875,4.75,22.66,3.75,22278345.0,0.3974999904632568,300.456
2023-03-08,398.9200134277344,74746600,3.1199951171875,4.75,22.66,3.75,22278345.0,0.3976000070571899,300.456
2023-03-09,391.55999755859375,111945300,10.95001220703125,4.75,22.66,3.75,22278345.0,0.3924999952316284,300.456
2023-03-10,385.9100036621094,189253000,8.839996337890625,4.75,22.66,3.75,22278345.0,0.3694999933242798,300.456
2023-03-13,385.3599853515625,157790000,9.740020751953123,4.75,22.66,3.75,22278345.0,0.3515000104904174,300.456
2023-03-14,391.7300109863281,149752400,6.4000244140625,4.75,22.66,3.75,22278345.0,0.3638000011444092,301.476
2023-03-15,389.2799987792969,172996900,5.779998779296875,4.75,22.66,3.75,22278345.0,0.3492000102996826,301.476
2023-03-16,396.1099853515625,143254200,10.17999267578125,4.75,22.66,3.75,22278345.0,0.3585000038146972,301.476
2023-03-17,389.989990234375,140553400,5.850006103515625,4.75,22.66,3.75,22278345.0,0.3394999980926513,301.476
2023-03-20,393.739990234375,93055800,4.100006103515625,4.75,22.66,3.75,22278345.0,0.3480999946594238,301.476
2023-03-21,398.9100036621094,91524200,3.83001708984375,4.75,22.66,3.75,22278345.0,0.3605999946594238,301.476
2023-03-22,392.1099853515625,111746600,10.41998291015625,4.75,22.66,3.75,22278345.0,0.35,301.476
2023-03-23,393.1700134277344,119351300,8.94000244140625,5.0,22.66,3.75,22278345.0,0.3405999898910522,301.476
2023-03-24,395.75,107682400,6.44000244140625,5.0,22.66,3.75,22278345.0,0.3380000114440918,301.476
2023-03-27,396.489990234375,74010400,3.360015869140625,5.0,22.66,3.75,22278345.0,0.3528000116348266,301.476
2023-03-28,395.6000061035156,62871700,2.79998779296875,5.0,22.66,3.75,22278345.0,0.3563999891281127,301.476
2023-03-29,401.3500061035156,77497900,2.920013427734375,5.0,22.66,3.75,22278345.0,0.3565999984741211,301.476
2023-03-30,403.7000122070313,69840000,2.589996337890625,5.0,22.66,3.75,22278345.0,0.3551000118255615,301.476
2023-03-31,409.3900146484375,112062600,5.1500244140625,5.0,22.66,3.93,22439607.0,0.349399995803833,301.476
2023-04-03,410.9500122070313,67391100,2.92999267578125,5.0,23.27,3.93,22439607.0,0.3430000066757202,301.476
2023-04-04,408.6700134277344,66601500,4.680023193359375,5.0,23.27,3.93,22439607.0,0.3336999893188476,301.476
2023-04-05,407.6000061035156,65200200,2.82000732421875,5.0,23.27,3.93,22439607.0,0.3286999940872192,301.476
2023-04-06,409.1900024414063,63743300,3.800018310546875,5.0,23.27,3.93,22439607.0,0.3288000106811523,301.476
2023-04-10,409.6099853515625,63681000,3.720001220703125,5.0,23.27,3.93,22439607.0,0.3414999961853027,301.476
2023-04-11,409.7200012207031,59297900,2.259979248046875,5.0,23.27,3.93,22439607.0,0.3434000015258789,301.476
2023-04-12,408.0499877929688,86420400,4.730010986328125,5.0,23.27,3.93,22439607.0,0.3421000003814697,301.643
2023-04-13,413.4700012207031,85814800,5.850006103515625,5.0,23.27,3.93,22439607.0,0.3451999902725219,301.643
2023-04-14,412.4599914550781,78161500,5.029998779296875,5.0,23.27,3.93,22439607.0,0.3522000074386596,301.643
2023-04-17,413.9400024414063,66436400,2.8699951171875,5.0,23.27,3.93,22439607.0,0.3591000080108643,301.643
2023-04-18,414.2099914550781,63560000,2.94000244140625,5.0,23.27,3.93,22439607.0,0.357200002670288,301.643
2023-04-19,414.1400146484375,55227300,2.91998291015625,5.0,23.27,3.93,22439607.0,0.3601999998092651,301.643
2023-04-20,411.8800048828125,75840400,3.430023193359375,5.0,23.27,3.93,22439607.0,0.3545000076293945,301.643
2023-04-21,412.2000122070313,73457400,2.509979248046875,5.0,23.27,3.93,22439607.0,0.3569999933242798,301.643
2023-04-24,412.6300048828125,64332100,2.470001220703125,5.0,23.27,3.93,22439607.0,0.3515000104904174,301.643
2023-04-25,406.0799865722656,97766700,5.1400146484375,5.0,23.27,3.93,22439607.0,0.3395999908447266,301.643
2023-04-26,404.3599853515625,80447000,4.05999755859375,5.0,23.27,3.93,22439607.0,0.3431999921798706,301.643
2023-04-27,412.4100036621094,92968400,5.95001220703125,5.0,23.27,3.93,22439607.0,0.3528000116348266,301.643
2023-04-28,415.9299926757813,89433100,4.510009765625,5.0,23.27,3.93,22439607.0,0.3451999902725219,301.643
2023-05-01,415.510009765625,62122300,2.350006103515625,5.0,23.15,3.93,22439607.0,0.3573999881744384,301.643
2023-05-02,410.8399963378906,103998500,7.0,5.0,23.15,3.93,22439607.0,0.3438999891281128,301.643
2023-05-03,408.0199890136719,91531800,6.100006103515625,5.0,23.15,3.93,22439607.0,0.3403000116348266,301.643
2023-05-04,405.1300048828125,94901900,3.529998779296875,5.25,23.15,3.93,22439607.0,0.3351000070571899,301.643
2023-05-05,412.6300048828125,87891800,5.079986572265625,5.25,23.15,3.93,22439607.0,0.3446000099182129,301.643
2023-05-08,412.739990234375,50046800,1.959991455078125,5.25,23.15,3.93,22439607.0,0.3520999908447265,301.643
2023-05-09,410.9299926757813,49220100,1.399993896484375,5.25,23.15,3.93,22439607.0,0.3520999908447265,301.643
2023-05-10,412.8500061035156,96142900,5.670013427734375,5.25,23.15,3.93,22439607.0,0.3438999891281128,302.858
2023-05-11,412.1300048828125,70157100,2.459991455078125,5.25,23.15,3.93,22439607.0,0.3397000074386597,302.858
2023-05-12,411.5899963378906,70481500,4.57000732421875,5.25,23.15,3.93,22439607.0,0.3463000059127807,302.858
2023-05-15,413.010009765625,54289400,3.199981689453125,5.25,23.15,3.93,22439607.0,0.3507999897003174,302.858
2023-05-16,410.25,57705500,2.58001708984375,5.25,23.15,3.93,22439607.0,0.3549000024795532,302.858
2023-05-17,415.2300109863281,87287000,5.219970703125,5.25,23.15,3.93,22439607.0,0.3581000089645386,302.858
2023-05-18,419.2300109863281,97177200,5.0,5.25,23.15,3.93,22439607.0,0.3648000001907349,302.858
2023-05-19,418.6199951171875,103793300,3.3699951171875,5.25,23.15,3.93,22439607.0,0.3691999912261963,302.858
2023-05-22,418.7900085449219,60745400,3.040008544921875,5.25,23.15,3.93,22439607.0,0.3719000101089477,302.858
2023-05-23,414.0899963378906,86383500,5.040008544921875,5.25,23.15,3.93,22439607.0,0.3697999954223633,302.858
2023-05-24,411.0899963378906,89213700,2.94000244140625,5.25,23.15,3.93,22439607.0,0.3719000101089477,302.858
2023-05-25,414.6499938964844,90961600,3.75,5.25,23.15,3.93,22439607.0,0.3813999891281128,302.858
2023-05-26,420.0199890136719,93830000,5.519989013671875,5.25,23.15,3.93,22439607.0,0.3809999942779541,302.858
2023-05-30,420.1799926757813,72216000,3.839996337890625,5.25,23.15,3.93,22439607.0,0.3700000047683716,302.858
2023-05-31,417.8500061035156,110811800,3.0,5.25,23.15,3.93,22439607.0,0.3637000083923339,302.858
2023-06-01,421.8200073242188,88865000,6.1300048828125,5.25,24.01,3.93,22439607.0,0.3608000040054321,302.858
2023-06-02,427.9200134277344,91426200,4.78997802734375,5.25,24.01,3.93,22439607.0,0.3690999984741211,302.858
2023-06-05,427.1000061035156,65460200,3.25,5.25,24.01,3.93,22439607.0,0.3693000078201294,302.858
2023-06-06,428.0299987792969,64022200,2.589996337890625,5.25,24.01,3.93,22439607.0,0.3698999881744385,302.858
2023-06-07,426.5499877929688,85373300,3.510009765625,5.25,24.01,3.93,22439607.0,0.3783999919891357,302.858
2023-06-08,429.1300048828125,61952800,3.779998779296875,5.25,24.01,3.93,22439607.0,0.3713999986648559,302.858
2023-06-09,429.8999938964844,85742800,3.1199951171875,5.25,24.01,3.93,22439607.0,0.3744999885559082,302.858
2023-06-12,433.7999877929688,76104300,3.709991455078125,5.25,24.01,3.93,22439607.0,0.3765000104904175,302.858
2023-06-13,436.6600036621094,95899700,2.699981689453125,5.25,24.01,3.93,22439607.0,0.3838999986648559,303.316
2023-06-14,437.1799926757813,100612100,5.470001220703125,5.25,24.01,3.93,22439607.0,0.3796000003814697,303.316
2023-06-15,442.6000061035156,110303100,7.66998291015625,5.25,24.01,3.93,22439607.0,0.3727999925613403,303.316
2023-06-16,439.4599914550781,114165800,4.639984130859375,5.25,24.01,3.93,22439607.0,0.3769000053405761,303.316
2023-06-20,437.1799926757813,76160400,3.339996337890625,5.25,24.01,3.93,22439607.0,0.3729000091552734,303.316
2023-06-21,434.9400024414063,76982300,2.660003662109375,5.25,24.01,3.93,22439607.0,0.3723000049591064,303.316
2023-06-22,436.510009765625,70637200,3.019989013671875,5.25,24.01,3.93,22439607.0,0.3799000024795532,303.316
2023-06-23,433.2099914550781,92074500,2.589996337890625,5.25,24.01,3.93,22439607.0,0.3739000082015991,303.316
2023-06-26,431.4400024414063,72823600,3.41998291015625,5.25,24.01,3.93,22439607.0,0.3719000101089477,303.316
2023-06-27,436.1700134277344,72813700,4.92999267578125,5.25,24.01,3.93,22439607.0,0.376799988746643,303.316
2023-06-28,436.3900146484375,75636000,3.029998779296875,5.25,24.01,3.93,22439607.0,0.3710000038146973,303.316
2023-06-29,438.1099853515625,67882300,2.739990234375,5.25,24.01,3.93,22439607.0,0.3854000091552734,303.316
2023-06-30,443.2799987792969,104964000,3.19000244140625,5.25,24.01,4.19,22580499.0,0.3819000005722046,303.316
2023-07-03,443.7900085449219,32793400,1.449981689453125,5.25,24.76,4.19,22580499.0,0.3858000040054321,303.316
2023-07-05,443.1300048828125,58418400,1.990020751953125,5.25,24.76,4.19,22580499.0,0.3944999933242797,303.316
2023-07-06,439.6600036621094,80658300,3.040008544921875,5.25,24.76,4.19,22580499.0,0.4040999889373779,303.316
2023-07-07,438.5499877929688,86134200,4.34002685546875,5.25,24.76,4.19,22580499.0,0.4050000190734863,303.316
2023-07-10,439.6600036621094,62443500,2.25,5.25,24.76,4.19,22580499.0,0.400600004196167,303.316
2023-07-11,442.4599914550781,64463800,3.529998779296875,5.25,24.76,4.19,22580499.0,0.3980000019073486,303.316
2023-07-12,446.0199890136719,91924500,2.57000732421875,5.25,24.76,4.19,22580499.0,0.3861000061035156,304.099
2023-07-13,449.55999755859375,72425200,2.92999267578125,5.25,24.76,4.19,22580499.0,0.3760999917984008,304.099
2023-07-14,449.2799987792969,69815800,2.8699951171875,5.25,24.76,4.19,22580499.0,0.3819000005722046,304.099
2023-07-17,450.8399963378906,52680200,2.850006103515625,5.25,24.76,4.19,22580499.0,0.3796999931335449,304.099
2023-07-18,454.1900024414063,80668200,4.80999755859375,5.25,24.76,4.19,22580499.0,0.3789000034332275,304.099
2023-07-19,455.2000122070313,65891700,2.32000732421875,5.25,24.76,4.19,22580499.0,0.3742000102996826,304.099
2023-07-20,452.1799926757813,70591600,3.660003662109375,5.25,24.76,4.19,22580499.0,0.3854000091552734,304.099
2023-07-21,452.1799926757813,71275600,2.0,5.25,24.76,4.19,22580499.0,0.3836999893188476,304.099
2023-07-24,454.2000122070313,54023400,2.740020751953125,5.25,24.76,4.19,22580499.0,0.3857000112533569,304.099
2023-07-25,455.4400024414063,55191200,2.8699951171875,5.25,24.76,4.19,22580499.0,0.3911999940872192,304.099
2023-07-26,455.510009765625,71052900,3.6099853515625,5.25,24.76,4.19,22580499.0,0.3851000070571899,304.099
2023-07-27,452.489990234375,92194400,7.8900146484375,5.5,24.76,4.19,22580499.0,0.401200008392334,304.099
2023-07-28,456.9200134277344,80011800,5.290008544921875,5.5,24.76,4.19,22580499.0,0.3969000101089477,304.099
2023-07-31,457.7900085449219,62040400,2.110015869140625,5.5,24.76,4.19,22580499.0,0.395900011062622,304.099
2023-08-01,456.4800109863281,55291500,1.760009765625,5.5,24.16,4.19,22580499.0,0.4051000118255615,304.099
2023-08-02,450.1300048828125,93933400,4.16998291015625,5.5,24.16,4.19,22580499.0,0.407800006866455,304.099
2023-08-03,448.8399963378906,64276100,3.420013427734375,5.5,24.16,4.19,22580499.0,0.4189000129699707,304.099
2023-08-04,446.80999755859375,100128900,6.6300048828125,5.5,24.16,4.19,22580499.0,0.4059999942779541,304.099
2023-08-07,450.7099914550781,58357500,2.8800048828125,5.5,24.16,4.19,22580499.0,0.407800006866455,304.099
2023-08-08,448.75,71361300,5.430023193359375,5.5,24.16,4.19,22580499.0,0.4026000022888183,304.099
2023-08-09,445.75,78789600,4.240020751953125,5.5,24.16,4.19,22580499.0,0.401200008392334,304.099
2023-08-10,445.9100036621094,93005500,7.0,5.5,24.16,4.19,22580499.0,0.4079999923706054,304.615
2023-08-11,445.6499938964844,68690900,3.350006103515625,5.5,24.16,4.19,22580499.0,0.4168000221252441,304.615
2023-08-14,448.1099853515625,47867400,3.72998046875,5.5,24.16,4.19,22580499.0,0.4184000015258789,304.615
2023-08-15,442.8900146484375,75707500,4.34002685546875,5.5,24.16,4.19,22580499.0,0.422100019454956,304.615
2023-08-16,439.6400146484375,80107200,4.649993896484375,5.5,24.16,4.19,22580499.0,0.4257999897003174,304.615
2023-08-17,436.2900085449219,95711300,5.67999267578125,5.5,24.16,4.19,22580499.0,0.4308000087738037,304.615
2023-08-18,436.5,98852000,4.55999755859375,5.5,24.16,4.19,22580499.0,0.4250999927520752,304.615
2023-08-21,439.3399963378906,68719000,4.78997802734375,5.5,24.16,4.19,22580499.0,0.4342000007629394,304.615
2023-08-22,438.1499938964844,64994200,3.6099853515625,5.5,24.16,4.19,22580499.0,0.4328000068664551,304.615
2023-08-23,443.0299987792969,68441000,4.57000732421875,5.5,24.16,4.19,22580499.0,0.4197999954223633,304.615
2023-08-24,436.8900146484375,88517300,8.360015869140625,5.5,24.16,4.19,22580499.0,0.4235000133514404,304.615
2023-08-25,439.9700012207031,102325100,6.29998779296875,5.5,24.16,4.19,22580499.0,0.4238999843597412,304.615
2023-08-28,442.760009765625,61595400,3.42999267578125,5.5,24.16,4.19,22580499.0,0.4211999893188476,304.615
2023-08-29,449.1600036621094,83081900,6.990020751953125,5.5,24.16,4.19,22580499.0,0.4122000217437744,304.615
2023-08-30,451.010009765625,69053900,2.8900146484375,5.5,24.16,4.19,22580499.0,0.4118000030517578,304.615
2023-08-31,450.3500061035156,66084600,2.66998291015625,5.5,24.16,4.19,22580499.0,0.4092999935150146,304.615
2023-09-01,451.1900024414063,58944100,3.990020751953125,5.5,23.93,4.19,22580499.0,0.4172999858856201,304.615
2023-09-05,449.239990234375,55166200,1.889984130859375,5.5,23.93,4.19,22580499.0,0.426800012588501,304.615
2023-09-06,446.2200012207031,70758500,4.70001220703125,5.5,23.93,4.19,22580499.0,0.4289999961853027,304.615
2023-09-07,444.8500061035156,70355400,2.79998779296875,5.5,23.93,4.19,22580499.0,0.4260000228881836,304.615
2023-09-08,445.5199890136719,61659700,2.579986572265625,5.5,23.93,4.19,22580499.0,0.4257999897003174,304.615
2023-09-11,448.4500122070313,60180100,2.29998779296875,5.5,23.93,4.19,22580499.0,0.4288000106811523,304.615
2023-09-12,445.989990234375,67565400,3.139984130859375,5.5,23.93,4.19,22580499.0,0.4263999938964843,304.615
2023-09-13,446.510009765625,60199300,2.6300048828125,5.5,23.93,4.19,22580499.0,0.4249000072479248,306.138
2023-09-14,450.3599853515625,83430800,3.3599853515625,5.5,23.93,4.19,22580499.0,0.4288000106811523,306.138
2023-09-15,443.3699951171875,111848900,4.55999755859375,5.5,23.93,4.19,22580499.0,0.4322000026702881,306.138
2023-09-18,443.6300048828125,55752200,2.410003662109375,5.5,23.93,4.19,22580499.0,0.4318999767303467,306.138
2023-09-19,442.7099914550781,66514600,3.350006103515625,5.5,23.93,4.19,22580499.0,0.4364999771118164,306.138
2023-09-20,438.6400146484375,82562600,6.010009765625,5.5,23.93,4.19,22580499.0,0.4348999977111816,306.138
2023-09-21,431.3900146484375,104095800,4.739990234375,5.5,23.93,4.19,22580499.0,0.4480000019073486,306.138
2023-09-22,430.4200134277344,100829700,4.110015869140625,5.5,23.93,4.19,22580499.0,0.4438000202178955,306.138
2023-09-25,432.2300109863281,70874500,3.54998779296875,5.5,23.93,4.19,22580499.0,0.4541999816894531,306.138
2023-09-26,425.8800048828125,96168400,4.800018310546875,5.5,23.93,4.19,22580499.0,0.4558000087738037,306.138
2023-09-27,426.0499877929688,104705800,5.3800048828125,5.5,23.93,4.19,22580499.0,0.4625999927520752,306.138
2023-09-28,428.5199890136719,92258300,5.3800048828125,5.5,23.93,4.19,22580499.0,0.4597000122070312,306.138
2023-09-29,427.4800109863281,115111300,5.94000244140625,5.5,23.93,4.19,22580499.0,0.4572999954223632,306.138
2023-10-02,427.30999755859375,83798600,4.1400146484375,5.5,22.78,3.98,22840989.0,0.4683000087738037,306.138
2023-10-03,421.5899963378906,103760600,7.19000244140625,5.5,22.78,3.98,22840989.0,0.4802000045776367,306.138
2023-10-04,424.6600036621094,87453000,4.8699951171875,5.5,22.78,3.98,22840989.0,0.4735000133514404,306.138
2023-10-05,424.5,70142700,4.199981689453125,5.5,22.78,3.98,22840989.0,0.4717000007629394,306.138
2023-10-06,429.5400085449219,113273300,10.529998779296877,5.5,22.78,3.98,22840989.0,0.4783999919891357,306.138
2023-10-09,432.2900085449219,80374400,5.8699951171875,5.5,22.78,3.98,22840989.0,0.4796999931335449,306.138
2023-10-10,434.5400085449219,78607300,4.69000244140625,5.5,22.78,3.98,22840989.0,0.465500020980835,306.138
2023-10-11,436.3200073242188,62451700,3.399993896484375,5.5,22.78,3.98,22840989.0,0.459499979019165,306.138
2023-10-12,433.6600036621094,81154200,6.1099853515625,5.5,22.78,3.98,22840989.0,0.4711999893188476,307.374
2023-10-13,431.5,95143100,6.57000732421875,5.5,22.78,3.98,22840989.0,0.4629000186920166,307.374
2023-10-16,436.0400085449219,75433200,3.57000732421875,5.5,22.78,3.98,22840989.0,0.4711999893188476,307.374
2023-10-17,436.0199890136719,75324700,5.69000244140625,5.5,22.78,3.98,22840989.0,0.4847000122070312,307.374
2023-10-18,430.2099914550781,93559800,6.089996337890625,5.5,22.78,3.98,22840989.0,0.4903999805450439,307.374
2023-10-19,426.4299926757813,121323000,7.089996337890625,5.5,22.78,3.98,22840989.0,0.498799991607666,307.374
2023-10-20,421.1900024414063,123919900,5.46002197265625,5.5,22.78,3.98,22840989.0,0.4923999786376953,307.374
2023-10-23,420.4599914550781,92035100,6.6500244140625,5.5,22.78,3.98,22840989.0,0.4837999820709228,307.374
2023-10-24,423.6300048828125,78564200,4.08001708984375,5.5,22.78,3.98,22840989.0,0.484000015258789,307.374
2023-10-25,417.5499877929688,94223200,4.9000244140625,5.5,22.78,3.98,22840989.0,0.4953000068664551,307.374
2023-10-26,412.5499877929688,115156800,5.72998046875,5.5,22.78,3.98,22840989.0,0.484499979019165,307.374
2023-10-27,410.6799926757813,107367700,5.3900146484375,5.5,22.78,3.98,22840989.0,0.484499979019165,307.374
2023-10-30,415.5899963378906,86562700,4.459991455078125,5.5,22.78,3.98,22840989.0,0.4875,307.374
2023-10-31,418.2000122070313,79665200,4.32000732421875,5.5,22.78,3.98,22840989.0,0.4875,307.374
2023-11-01,422.6600036621094,98068100,4.850006103515625,5.5,23.51,3.98,22840989.0,0.4789000034332275,307.374
2023-11-02,430.760009765625,94938900,4.360015869140625,5.5,23.51,3.98,22840989.0,0.4669000148773193,307.374
2023-11-03,434.6900024414063,100167800,3.279998779296875,5.5,23.51,3.98,22840989.0,0.4558000087738037,307.374
2023-11-06,435.6900024414063,67831700,2.470001220703125,5.5,23.51,3.98,22840989.0,0.4662000179290771,307.374
2023-11-07,436.9299926757813,64256100,3.079986572265625,5.5,23.51,3.98,22840989.0,0.4571000099182128,307.374
2023-11-08,437.25,61746000,3.220001220703125,5.5,23.51,3.98,22840989.0,0.452299976348877,307.374
2023-11-09,433.8399963378906,83174400,5.07000732421875,5.5,23.51,3.98,22840989.0,0.4630000114440918,307.374
2023-11-10,440.6099853515625,89462200,7.100006103515625,5.5,23.51,3.98,22840989.0,0.4627999782562256,307.374
2023-11-13,440.1900024414063,52236100,2.90997314453125,5.5,23.51,3.98,22840989.0,0.4631999969482422,307.374
2023-11-14,448.7300109863281,97176900,3.970001220703125,5.5,23.51,3.98,22840989.0,0.444099998474121,307.653
2023-11-15,449.6799926757813,77327600,2.58001708984375,5.5,23.51,3.98,22840989.0,0.4534999847412109,307.653
2023-11-16,450.2300109863281,66665800,2.44000244140625,5.5,23.51,3.98,22840989.0,0.4445000171661377,307.653
2023-11-17,450.7900085449219,83133200,2.1300048828125,5.5,23.51,3.98,22840989.0,0.444099998474121,307.653
2023-11-20,454.260009765625,69936200,4.610015869140625,5.5,23.51,3.98,22840989.0,0.4421999931335449,307.653
2023-11-21,453.2699890136719,49244600,2.170013427734375,5.5,23.51,3.98,22840989.0,0.4418000221252441,307.653
2023-11-22,455.0199890136719,59394900,2.489990234375,5.5,23.51,3.98,22840989.0,0.4415999889373779,307.653
2023-11-24,455.2999877929688,29737400,0.769989013671875,5.5,23.51,3.98,22840989.0,0.4472000122070312,307.653
2023-11-27,454.4800109863281,50506000,1.410003662109375,5.5,23.51,3.98,22840989.0,0.4388999938964844,307.653
2023-11-28,454.9299926757813,62115000,2.769989013671875,5.5,23.51,3.98,22840989.0,0.4335999965667724,307.653
2023-11-29,454.6099853515625,63146000,4.1199951171875,5.5,23.51,3.98,22840989.0,0.4270999908447265,307.653
2023-11-30,456.3999938964844,79752700,3.420013427734375,5.5,23.51,3.98,22840989.0,0.435200023651123,307.653
2023-12-01,459.1000061035156,89183400,4.489990234375,5.5,24.35,3.98,22840989.0,0.422599983215332,307.653
2023-12-04,456.6900024414063,72430900,4.779998779296875,5.5,24.35,3.98,22840989.0,0.4288000106811523,307.653
2023-12-05,456.6000061035156,69793500,2.720001220703125,5.5,24.35,3.98,22840989.0,0.4171000003814697,307.653
2023-12-06,454.760009765625,69124700,4.529998779296875,5.5,24.35,3.98,22840989.0,0.4120999813079834,307.653
2023-12-07,458.2300109863281,66995400,2.6099853515625,5.5,24.35,3.98,22840989.0,0.4129000186920166,307.653
2023-12-08,460.2000122070313,83194400,3.540008544921875,5.5,24.35,3.98,22840989.0,0.4244999885559082,307.653
2023-12-11,461.989990234375,65002200,2.70001220703125,5.5,24.35,3.98,22840989.0,0.4238999843597412,307.653
2023-12-12,464.1000061035156,68327600,3.600006103515625,5.5,24.35,3.98,22840989.0,0.4205999851226806,308.087
2023-12-13,470.5,93278000,6.6400146484375,5.5,24.35,3.98,22840989.0,0.4032999992370605,308.087
2023-12-14,472.010009765625,119026000,4.480010986328125,5.5,24.35,3.98,22840989.0,0.3930000066757202,308.087
2023-12-15,469.3299865722656,141553700,3.27001953125,5.5,24.35,3.98,22840989.0,0.3927999973297119,308.087
2023-12-18,471.9700012207031,70375300,3.089996337890625,5.5,24.35,3.98,22840989.0,0.3953999996185303,308.087
2023-12-19,474.8399963378906,55761800,2.470001220703125,5.5,24.35,3.98,22840989.0,0.3921999931335449,308.087
2023-12-20,468.260009765625,102921000,8.079986572265625,5.5,24.35,3.98,22840989.0,0.3877000093460083,308.087
2023-12-21,472.7000122070313,86667500,4.1400146484375,5.5,24.35,3.98,22840989.0,0.3894000053405761,308.087
2023-12-22,473.6499938964844,67160400,3.67999267578125,5.5,24.35,3.98,22840989.0,0.3901000022888183,308.087
2023-12-26,475.6499938964844,55387000,2.589996337890625,5.5,24.35,3.98,22840989.0,0.3885999917984009,308.087
2023-12-27,476.510009765625,68000300,1.769989013671875,5.5,24.35,3.98,22840989.0,0.3789000034332275,308.087
2023-12-28,476.6900024414063,77158100,1.28997802734375,5.5,24.35,3.98,22840989.0,0.3849999904632568,308.087
2023-12-29,475.30999755859375,122283100,3.730010986328125,5.5,24.35,3.98,22840989.0,0.3865999937057495,308.087
2024-01-02,472.6499938964844,123623700,3.180023193359375,5.5,25.01,4.31,23033780.0,0.3946000099182128,308.087
2024-01-03,468.7900085449219,103585900,3.019989013671875,5.5,25.01,4.31,23033780.0,0.3907000064849854,308.087
2024-01-04,467.2799987792969,84232200,3.910003662109375,5.5,25.01,4.31,23033780.0,0.3990999937057495,308.087
2024-01-05,467.9200134277344,86118900,4.010009765625,5.5,25.01,4.31,23033780.0,0.4041999816894531,308.087
2024-01-08,474.6000061035156,74879100,6.45001220703125,5.5,25.01,4.31,23033780.0,0.4001999855041503,308.087
2024-01-09,473.8800048828125,65931400,3.579986572265625,5.5,25.01,4.31,23033780.0,0.4019000053405762,308.087
2024-01-10,476.55999755859375,67310600,3.58001708984375,5.5,25.01,4.31,23033780.0,0.403000020980835,308.087
2024-01-11,476.3500061035156,77940700,5.8599853515625,5.5,25.01,4.31,23033780.0,0.3976999998092651,308.735
2024-01-12,476.6799926757813,58026400,3.3699951171875,5.5,25.01,4.31,23033780.0,0.3950000047683716,308.735
2024-01-16,474.9299926757813,85014900,3.54998779296875,5.5,25.01,4.31,23033780.0,0.4065999984741211,308.735
2024-01-17,472.2900085449219,68843900,2.920013427734375,5.5,25.01,4.31,23033780.0,0.4105999946594238,308.735
2024-01-18,476.489990234375,91856200,4.639984130859375,5.5,25.01,4.31,23033780.0,0.4144000053405762,308.735
2024-01-19,482.4299926757813,110834500,6.17999267578125,5.5,25.01,4.31,23033780.0,0.4145999908447265,308.735
