Date,DX-Y.NYB_High,GC=F_High,GLD_High,SHY_High,TLT_High,^VIX_High,DX-Y.NYB_Low,GC=F_Low,GLD_Low,SHY_Low,TLT_Low,^VIX_Low,DX-Y.NYB_Close,GC=F_Close,GLD_Close,SHY_Close,TLT_Close,^VIX_Close,DX-Y.NYB_Volume,GC=F_Volume,GLD_Volume,SHY_Volume,TLT_Volume,^VIX_Volume,^VIX_Volatility,DX-Y.NYB_Volatility,TLT_Volatility,GC=F_Volatility,GLD_Volatility,SHY_Volatility
2022-01-03 09:30:00-05:00,96.33000183105469,1830.0999755859375,169.00999450683594,85.45999908447266,146.94000244140625,18.540000915527344,95.62999725341797,1798.800048828125,168.0,85.41999816894531,144.27999877929688,16.559999465942383,96.23999786376953,1799.4000244140625,168.3300018310547,85.44000244140625,144.3000030517578,16.600000381469727,0.0,116.0,9014400.0,5301700.0,33860400.0,0.0,1.980001449584961,0.7000045776367188,2.660003662109375,31.2999267578125,1.0099945068359375,0.04000091552734375
2022-01-04 09:30:00-05:00,96.45999908447266,1815.300048828125,169.72000122070312,85.48999786376953,144.1300048828125,17.809999465942383,96.02999877929688,1800.0,168.72999572753906,85.44000244140625,142.74000549316406,16.34000015258789,96.29000091552734,1814.0,169.57000732421875,85.48999786376953,143.6999969482422,16.90999984741211,0.0,38.0,6965600.0,2759300.0,21996400.0,0.0,1.4699993133544922,0.43000030517578125,1.3899993896484375,15.300048828125,0.9900054931640625,0.04999542236328125
2022-01-05 09:30:00-05:00,96.33000183105469,1824.5999755859375,170.92999267578125,85.45999908447266,144.16000366210938,20.170000076293945,95.88999938964844,1813.0999755859375,168.89999389648438,85.37000274658203,142.7100067138672,16.579999923706055,96.19000244140625,1824.5999755859375,169.05999755859375,85.37999725341797,142.9199981689453,19.729999542236328,0.0,8.0,8715600.0,2851800.0,20911700.0,0.0,3.5900001525878906,0.44000244140625,1.4499969482421875,11.5,2.029998779296875,0.089996337890625
2022-01-06 09:30:00-05:00,96.38999938964844,1791.300048828125,167.75,85.33999633789062,143.44000244140625,21.059999465942383,96.04000091552734,1787.0999755859375,166.86000061035156,85.29000091552734,142.2899932861328,19.079999923706055,96.25,1788.699951171875,166.99000549316406,85.30999755859375,143.2899932861328,19.610000610351562,0.0,30.0,10902700.0,3526800.0,18996400.0,0.0,1.9799995422363281,0.34999847412109375,1.1500091552734375,4.2000732421875,0.8899993896484375,0.04999542236328125
2022-01-07 09:30:00-05:00,96.30000305175781,1797.0,168.00999450683594,85.31999969482422,143.24000549316406,20.799999237060547,95.70999908447266,1784.4000244140625,166.86000061035156,85.26000213623047,141.55999755859375,18.56999969482422,95.73999786376953,1797.0,167.75,85.29000091552734,142.25999450683594,18.760000228881836,0.0,17.0,8191900.0,2658000.0,18756800.0,0.0,2.229999542236328,0.5900039672851562,1.6800079345703125,12.5999755859375,1.149993896484375,0.05999755859375
2022-01-10 09:30:00-05:00,96.2300033569336,1798.699951171875,168.3000030517578,85.27999877929688,142.80999755859375,23.329999923706055,95.73999786376953,1790.4000244140625,167.30999755859375,85.23999786376953,141.36000061035156,19.290000915527344,95.98999786376953,1798.4000244140625,168.25999450683594,85.23999786376953,142.61000061035156,19.399999618530273,0.0,534.0,7026500.0,4347300.0,13775800.0,0.0,4.039999008178711,0.4900054931640625,1.4499969482421875,8.2999267578125,0.9900054931640625,0.04000091552734375
2022-01-11 09:30:00-05:00,96.06999969482422,1822.5,170.30999755859375,85.2699966430664,143.6300048828125,21.0,95.58000183105469,1803.0,168.3699951171875,85.18000030517578,142.6999969482422,18.200000762939453,95.62000274658203,1818.5999755859375,170.2899932861328,85.2699966430664,143.55999755859375,18.40999984741211,0.0,743.0,8369000.0,15869300.0,24388700.0,0.0,2.799999237060547,0.48999786376953125,0.9300079345703125,19.5,1.94000244140625,0.089996337890625
2022-01-12 09:30:00-05:00,95.69000244140625,1827.199951171875,170.75,85.27999877929688,144.00999450683594,18.690000534057617,94.91000366210938,1816.9000244140625,170.00999450683594,85.23999786376953,143.0,17.360000610351562,95.0,1827.199951171875,170.74000549316406,85.23999786376953,143.00999450683594,17.6200008392334,0.0,1547.0,6280700.0,7286200.0,14440600.0,0.0,1.3299999237060547,0.779998779296875,1.0099945068359375,10.2999267578125,0.7400054931640625,0.04000091552734375
2022-01-13 09:30:00-05:00,95.0199966430664,1823.0,170.22000122070312,85.29000091552734,144.4199981689453,20.610000610351562,94.66000366210938,1815.4000244140625,169.27000427246094,85.25,143.02999877929688,17.450000762939453,94.79000091552734,1821.199951171875,170.16000366210938,85.27999877929688,144.27999877929688,20.309999465942383,0.0,40.0,7034200.0,3739100.0,15166000.0,0.0,3.1599998474121094,0.35999298095703125,1.3899993896484375,7.5999755859375,0.9499969482421875,0.04000091552734375
2022-01-14 09:30:00-05:00,95.2699966430664,1822.0,170.55999755859375,85.25,143.4600067138672,22.06999969482422,94.62999725341797,1816.5,169.47999572753906,85.16999816894531,141.7899932861328,19.049999237060547,95.16999816894531,1816.5,169.6699981689453,85.16999816894531,142.10000610351562,19.190000534057617,0.0,816.0,7865900.0,2064800.0,22997500.0,0.0,3.020000457763672,0.6399993896484375,1.670013427734375,5.5,1.0800018310546875,0.0800018310546875
2022-01-18 09:30:00-05:00,95.83000183105469,1820.0999755859375,170.00999450683594,85.0999984741211,141.30999755859375,23.200000762939453,95.12999725341797,1812.300048828125,169.08999633789062,85.02999877929688,140.02000427246094,21.18000030517578,95.7300033569336,1812.300048828125,169.38999938964844,85.04000091552734,140.10000610351562,22.790000915527344,0.0,900.0,9322800.0,3257300.0,21171700.0,0.0,2.020000457763672,0.7000045776367188,1.2899932861328125,7.7999267578125,0.9199981689453125,0.06999969482421875
2022-01-19 09:30:00-05:00,95.79000091552734,1843.0999755859375,172.19000244140625,85.12000274658203,141.7100067138672,23.989999771118164,95.48999786376953,1817.4000244140625,170.1999969482422,85.06999969482422,140.30999755859375,21.850000381469727,95.51000213623047,1843.0999755859375,172.0800018310547,85.08000183105469,141.07000732421875,23.850000381469727,0.0,4.0,15784500.0,3753500.0,17930500.0,0.0,2.1399993896484375,0.3000030517578125,1.4000091552734375,25.699951171875,1.9900054931640625,0.0500030517578125
2022-01-20 09:30:00-05:00,95.86000061035156,1843.0,172.60000610351562,85.08000183105469,141.99000549316406,25.889999389648438,95.41999816894531,1838.199951171875,171.58999633789062,85.05000305175781,141.08999633789062,21.68000030517578,95.73999786376953,1842.5,171.64999389648438,85.05999755859375,141.94000244140625,25.59000015258789,0.0,20.0,9570500.0,2762400.0,13959000.0,0.0,4.209999084472656,0.44000244140625,0.9000091552734375,4.800048828125,1.010009765625,0.029998779296875
2022-01-21 09:30:00-05:00,95.83999633789062,1842.4000244140625,172.1199951171875,85.16999816894531,144.10000610351562,29.790000915527344,95.5,1828.9000244140625,170.74000549316406,85.12000274658203,142.6699981689453,25.309999465942383,95.63999938964844,1831.800048828125,171.08999633789062,85.12999725341797,143.6300048828125,28.850000381469727,0.0,19.0,10982500.0,5322600.0,28916600.0,0.0,4.480001449584961,0.339996337890625,1.4300079345703125,13.5,1.3799896240234375,0.04999542236328125
2022-01-24 09:30:00-05:00,96.12999725341797,1842.0999755859375,172.13999938964844,85.23999786376953,144.3699951171875,38.939998626708984,95.62999725341797,1837.9000244140625,170.85000610351562,85.1500015258789,142.42999267578125,28.020000457763672,95.91999816894531,1841.699951171875,172.02999877929688,85.18000030517578,142.4499969482422,29.899999618530273,0.0,8.0,15727700.0,7835800.0,25001600.0,0.0,10.919998168945312,0.5,1.94000244140625,4.199951171875,1.2899932861328125,0.089996337890625
